,Price,SMA5,SMA10,SMA21,RSI_14,WILLR_14,MACD_SIGNAL,MACD,ROC_14,Aobv,R(t-1),Vol(t-1)
2015-02-24,0.46286798896521475,0.4191415778884684,0.42996664219598024,0.4677398842217526,0.3333911850226797,0.15578106795451563,0.45111350857922444,0.5022933335447911,0.3704428124898361,0.18136456390255906,0.6306395301955444,0.07917602166468683
2015-02-25,0.46798974671574456,0.4190118652562633,0.427934803981465,0.4655549336839133,0.40476816015884043,0.27419460223908343,0.4337719069018113,0.5046449396270296,0.391194328975731,0.18434813442233286,0.6561862143125701,0.08543244733473314
2015-02-26,0.4423814464008,0.4310725614549078,0.42924565756374555,0.46404474403674545,0.5486099454787388,0.5847956279637899,0.4257688337432003,0.5246041058754295,0.44171343832562987,0.18833258487808885,0.6972218015661248,0.09673891599583415
2015-02-27,0.46030711008995073,0.44015046245583545,0.4318674148142527,0.46295225651058836,0.568956419768107,0.6708083335914555,0.4250198597976855,0.5438263949525095,0.4367931105244378,0.19148898155913938,0.6390843176125928,0.09504750191369586
2015-03-02,0.41229173016356757,0.44520816432602395,0.4321951032535285,0.46076730600147453,0.4594806361556013,0.5811939610160546,0.42491445529767025,0.54550526734485,0.4273259504916939,0.1849325823355171,0.5714183443189105,0.10016912019210975
2015-03-03,0.40332889831899266,0.453637601331784,0.43422694135963447,0.4579718470324394,0.532487918724359,0.8888865301609076,0.4282534961829103,0.5571449739372283,0.4787775255243083,0.19847332309661878,0.6674086798942779,0.08243500941247858
2015-03-04,0.4071704608507405,0.4497470159959036,0.4321950532828289,0.45305568999605317,0.36995358360936537,0.194443272258505,0.42603516002658515,0.5405200579543147,0.4381841130200238,0.19120912687055117,0.5219709635075604,0.11295820255655714
2015-03-05,0.4103711931165446,0.4376863197373533,0.4321950532525518,0.4464044475351878,0.3452421458029793,0.06481441818694689,0.4191730946927352,0.5232225128718287,0.4370354182319854,0.18867153718047347,0.6079109590376357,0.11314288573443526
2015-03-06,0.3642763502371853,0.42536629716575014,0.430556461233925,0.44052438135027483,0.3618594008538969,0.12037468088125014,0.41055134708138097,0.5125731441050028,0.4431465172085144,0.19048054262604372,0.6363350625802199,0.11363994672008831
2015-03-09,0.38220250236403785,0.418882053840818,0.42983547672084477,0.43618661875151243,0.3762554519697484,0.16666666061490665,0.4019867643446795,0.506904586106814,0.44482200004800115,0.19369809846555797,0.6349073729239839,0.1138520508897822
2015-03-10,0.39884748239670476,0.3994293243201481,0.42426422384208173,0.4289891202902032,0.25266768238692183,0.05813860695204365,0.38673342567798985,0.47833824356787247,0.411898763128389,0.18901718950302687,0.525486275824696,0.134650735644633
2015-03-11,0.4129320719918095,0.3933342185884383,0.4192173823442724,0.423430365298997,0.3299923757885216,0.22093290748129613,0.3712099531704701,0.4670472588826774,0.4525215757934211,0.191951626541563,0.6678502717011643,0.13240793977407256
2015-03-12,0.4186941715705812,0.3924264284154928,0.4126630141945631,0.4207955741378493,0.3961297308381101,0.37209239836804153,0.3592836077120683,0.46872156800034703,0.44978173631825985,0.19396438131841967,0.6648932027625442,0.13102114611069543
2015-03-13,0.40524943536601565,0.39359354467539376,0.40702625355235167,0.4189319348076026,0.4485830922640325,0.49999999523458816,0.3528065433952441,0.47913944824942833,0.4670831106097594,0.19639803479818682,0.6591133241296406,0.133285263377128
2015-03-16,0.4206147086176033,0.39527951123222316,0.4046011692845406,0.4177430808815439,0.4696890579156563,0.552327847524194,0.35133480872847317,0.491753455044562,0.4709936906238763,0.20195647460743896,0.6405848082338452,0.1336422521163551
2015-03-17,0.4193340249611204,0.40357933456293704,0.3989644087038595,0.4160400849165313,0.42561007822229935,0.43023100930589664,0.3512525940325918,0.4954771288980799,0.44813406223458885,0.19971317041862072,0.5979924874618329,0.13331047929219653
2015-03-18,0.47119096741925137,0.4113604066678933,0.3998165084733012,0.41504401281108283,0.48407656496239504,0.5697689847153298,0.3548386614042227,0.5078936671193279,0.4343579038408867,0.2021590213710028,0.661929647762135,0.12409147944766635
2015-03-19,0.44622300893254874,0.41551031843663555,0.4014551005046254,0.414401365878069,0.4794918457531937,0.5714279199466752,0.36065277147872415,0.5179077681271654,0.4288369730889503,0.19872689309069871,0.6249611883936481,0.12333636053005342
2015-03-20,0.46798974671574456,0.4273116885077446,0.4080094686035487,0.4178073332486143,0.6457521175216038,0.9888286957740315,0.37617918285288066,0.5548840366731158,0.49604510405203833,0.2020420287111326,0.7427571283335984,0.14653820611465554
2015-03-23,0.46926994193452565,0.4328881417428274,0.41167994882692316,0.41896407323760076,0.5564612933613128,0.7709520606305333,0.3932506878923615,0.570695678033787,0.4587776517754278,0.19545608068061213,0.5728528570963027,0.14997512435538035
2015-03-24,0.4884762892801593,0.4455973019173136,0.4222980431644281,0.421502473424046,0.616202107294047,0.960894047857547,0.4141190786497084,0.595214276048202,0.5196321802868815,0.1973817351952747,0.6758700016989688,0.12869680035813194
2015-03-25,0.4750320415132965,0.45545328044352384,0.4312119378985866,0.4240408491166088,0.6196385578392186,0.966663841087959,0.4366655019969361,0.615110549549376,0.5286500222790632,0.20192967452676386,0.6306183025068725,0.12679279581899666
2015-03-26,0.44942374119835193,0.46945926952171124,0.4403880633368944,0.42690056052549075,0.6703733423135008,0.9855078336333235,0.46229579394047887,0.6409278636288902,0.5420457535200084,0.20469953158269252,0.6700784210358943,0.12891942833817088
