,Return,RSI_14,WILLR_14,MACD_SIGNAL,MACD,ROC_14,Aobv,R(t-1),Vol(t-1)
2015-04-01,0.0013461502779152923,0.5650002822809411,0.6688299787465266,0.5311798331914991,0.6514284329408411,0.527006322376663,0.20176205911699152,0.6348549558710873,0.10941802775949383
2015-04-02,-0.0013443405934517871,0.603078676787825,0.7866668684762993,0.5432084881788445,0.6589524571816808,0.5252177989354753,0.20510176815872566,0.6546003719763767,0.10896992445766654
2015-04-06,0.000628194333954113,0.6322588889319868,0.8866678863832158,0.5558874799046735,0.6693433261429508,0.5285248497189687,0.2081545183371219,0.6489219948054805,0.10926555468848825
2015-04-07,0.00017934209028158676,0.59132414737257,0.7593990597383752,0.5666340796031702,0.6713949547456977,0.5319923494450017,0.2056748194637127,0.6067058355826057,0.10761016396482756
2015-04-08,8.968917262874854e-05,0.6063062445969177,0.7741941452332943,0.5761637990759619,0.6745653225907603,0.5223667636049811,0.20812713941175512,0.6376566362688567,0.1060929151354208
2015-04-09,-0.00251052436439958,0.6107785530121896,0.7833310040070368,0.5844540789255764,0.6768314891631089,0.5246101302410361,0.20969189698176804,0.6306137517501123,0.10580424223060991
2015-04-10,0.0,0.6131618487149986,0.7023796591740515,0.5914343004137239,0.6780147082082109,0.47986456015004786,0.2126871167600265,0.6292070188147756,0.0689094631946954
2015-04-13,0.0010786763737711258,0.5258344420069456,0.32051332311123426,0.5941371647357858,0.6682180194436484,0.48601607267113023,0.20912508391294055,0.588407390131559,0.06309481386401412
2015-04-14,0.001077445579852787,0.5258344407478249,0.32051331776211445,0.5937940591586435,0.659699473870128,0.4671108632294955,0.20747714986080068,0.627799716481591,0.05401479365968377
2015-04-15,0.0013454258566063526,0.5604612956636525,0.4743632332449783,0.5925686410108326,0.6564662250756571,0.4726578234363361,0.20948274278608636,0.6447250944938125,0.05523350717077327
2015-04-16,-0.000537419911517012,0.5942125080696254,0.6202497412002785,0.591866015778035,0.657410458333481,0.4626970741700826,0.21172989407821569,0.6447057825110416,0.04842740151747425
2015-04-17,0.0008065633304692454,0.6347317641742493,0.810124872863512,0.5928489785348614,0.6626637929992761,0.48263067452499747,0.21346412373056226,0.6489106278531914,0.04627352588647199
2015-04-20,-0.0007164129342390746,0.6117586787719346,0.6666666759418414,0.5940008698131192,0.6639065931916053,0.5015816097878741,0.21125596141442993,0.6193671280934628,0.027370492118718167
2015-04-21,-0.0010753214546593837,0.6374008803218341,0.7968671766256307,0.5958987365687678,0.6672262721308315,0.4976498027562894,0.2134902896655647,0.6404554022974134,0.025774654331823136
2015-04-22,-0.0029604541799663764,0.6044784752074919,0.6666585952381421,0.5971164181750733,0.6662041685410782,0.49042179176102507,0.21085168905442547,0.6165585706103942,0.027256113654561275
2015-04-23,0.001529585836592462,0.5561826066804744,0.47619163109440266,0.5963825205224366,0.6603966891659079,0.4732103197428362,0.2092637113831521,0.6109269810992505,0.025567424738887724
2015-04-24,0.0017069665400561984,0.4406616690913484,0.05714379158848426,0.5908491826109231,0.64357915561431,0.4466439753814302,0.2066923450950655,0.5813475968320183,0.034326068370462454
2015-04-27,0.0003587526056263446,0.5002191122142984,0.29999672217328155,0.5841263041445238,0.6357718686289348,0.4643438040040408,0.20814394799251829,0.6518002583499571,0.03646431054421147
2015-04-28,-0.0038551219441125273,0.5611865544547094,0.5714270084520702,0.5787594518275789,0.6358108010741343,0.4709936905831091,0.21090887288588775,0.6545835180584927,0.0398829251640694
2015-04-29,-0.0022500224878651,0.5736495856761332,0.6285708035337336,0.574746065614612,0.6367631481257863,0.4721013218799881,0.21368488797687415,0.6334288601843044,0.040003234572925775
2015-04-30,0.0,0.43094548490906803,0.014288674566734105,0.5671998877650574,0.6220222153646238,0.44774059034548364,0.21140931805335147,0.5673094760532081,0.05591757179610275
2015-05-01,-0.004690639271134778,0.3643779485222215,0.14545706631778765,0.5551077476454755,0.6014340698372309,0.4493471211397839,0.20564137558652415,0.5924948918982897,0.054757826587251854
2015-05-04,-0.001903200031197927,0.3643779475588601,0.27131645270075466,0.5406658156726791,0.5852217498879982,0.44934712116378334,0.2032895605543851,0.6277997165427907,0.05475782658930693
2015-05-05,-0.0009080039645419369,0.2472905775356304,0.05806204178035346,0.5200707564107766,0.5544798972800705,0.4138857019317522,0.20042707657885425,0.5541994770415519,0.06986785113940626
2015-05-06,-0.0033626749185887705,0.2092843199902876,0.0059491107677308586,0.4944892835987167,0.5235207398368863,0.39567055914856814,0.1978603889678873,0.5979368399268103,0.06795300434134793
2015-05-07,0.002462125059728537,0.19197483681752778,0.09693968789824203,0.4661011275883041,0.4965819967172086,0.381944210833977,0.1951467562384961,0.6135523388421609,0.06299505763124288
2015-05-08,0.0032748167866112343,0.1343305680980497,0.02283241919150758,0.43371380298740997,0.4636801217273088,0.3647410769728284,0.19170498272181868,0.5750364010627096,0.06731996046325756
2015-05-11,-0.006346945070504262,0.23836537049441006,0.15094305330267177,0.40343052614822383,0.44881016185304734,0.3747798880392912,0.19505560867683197,0.6664326157416516,0.07553477842814883
2015-05-12,-9.119907993360155e-05,0.3577476176699671,0.3417090586684097,0.37995896167965587,0.45137741462754766,0.3990584444221959,0.2002279728747629,0.6791844623711275,0.08982667119236834
2015-05-13,-9.127702193223453e-05,0.23758538386342268,0.00999832195343775,0.3550691079341233,0.4305940898927331,0.36685163594069087,0.19781082964728666,0.5282105885786861,0.10938443371346518
2015-05-14,0.001551502869570065,0.2361093275706779,0.09132618825668282,0.3308140757388196,0.41582704344481963,0.3843217137378646,0.19357991925642998,0.6263687221053652,0.10783768315431735
2015-05-15,0.004191717636478298,0.23452854968555528,0.08675900784389323,0.3085026407324466,0.4059416249446078,0.37446871208541077,0.19046617299114066,0.626367500599127,0.10403787522858773
2015-05-18,-0.0038112357584054735,0.29171312823566764,0.16513786921006268,0.2907511309140389,0.4062736024042642,0.3735253662336684,0.19228132642922321,0.6521441564746664,0.10346512796143642
2015-05-19,-0.003461443410852305,0.4267124649066466,0.39805709724844107,0.2819766329159794,0.4247248397077068,0.3968113358704275,0.19377832982317025,0.6935714398672315,0.11931556378056224
2015-05-20,0.0015539137712452522,0.34448503381741136,0.2515726604363634,0.27546713568706077,0.4264592235196918,0.3970801066158497,0.19089418530541885,0.5679980896480754,0.11915912025885195
2015-05-21,0.003103075369463637,0.2816184489041422,0.012989781361139041,0.26732224558376605,0.41647220024770537,0.3896726591294168,0.18814918811089226,0.5734866362000498,0.12197367394409311
2015-05-22,-0.0010918273367631626,0.3286230532066602,0.16521928988020074,0.2608452637342965,0.4166045660806689,0.39914145007526114,0.19274572845443194,0.6521819848423194,0.12498369905956361
2015-05-26,0.002459209771517701,0.4157908214636188,0.48624263543511714,0.2597784531202785,0.43059512196074295,0.44693049633619236,0.19462932920593146,0.6764896888466968,0.12280011263178825
2015-05-27,0.0009994604106091654,0.392701878570348,0.39047854546671246,0.2614659207317384,0.43923443513887217,0.45193057930047037,0.1898206888329681,0.6106679902367982,0.12160690279976194
2015-05-28,-0.0003630835635124452,0.45916709980749937,0.6476174547761425,0.26809669662350044,0.457189573663997,0.4726772079204875,0.19136066674268074,0.6663868728499333,0.12502827850935397
2015-05-29,0.000363215441069098,0.4851714769442833,0.7523796394825902,0.27912679707769494,0.4766566519054283,0.4997109115861679,0.1936114570059031,0.6434821271981772,0.11802169038576452
2015-06-01,-0.004629159619789269,0.47582349724943984,0.7142836419920338,0.2924202849674814,0.49185298652697773,0.48222763643679345,0.18879363256303824,0.6221026180638063,0.11521596004587653
2015-06-02,-0.003921213667844814,0.4862778542219718,0.8586912353913695,0.30731037441506304,0.5063213358997471,0.46427506878004493,0.19629216571111907,0.6334988854991389,0.10865555617886394
2015-06-03,-0.003936650114077733,0.3711579558917243,0.30435288031261787,0.31761780449879623,0.5008654295749458,0.47493824300680915,0.19312036919267866,0.5551641467231675,0.09594381611883629
2015-06-04,0.0021139312599987026,0.29402995171184854,0.05310170759101773,0.3205071208849576,0.4826524771423266,0.4512712793317519,0.1872060014604404,0.5662724378326669,0.10597477012183057
2015-06-05,-0.004402418902257232,0.22994105742040818,0.07975735760046221,0.3145834001826642,0.45465224307060925,0.4276004244799667,0.18389990958023256,0.5660302266324116,0.11408422709779437
2015-06-08,0.0014739385372339875,0.29487668649446275,0.22085860298256244,0.30622028055189815,0.4423298736142198,0.4310435774445681,0.18670538300863893,0.6609691498067533,0.11568863275349031
2015-06-09,-0.0028516011517291107,0.22684845031352915,0.02234686958694676,0.2922740989933975,0.4176599750890848,0.37853964410192753,0.18447053490449086,0.5587219076544471,0.10854420496175995
2015-06-10,-0.002490814286533749,0.2708199380349293,0.11173007739248841,0.2776661106792617,0.40592615915610686,0.41080905880589597,0.18656155700829444,0.6509271031256237,0.10659183173905479
2015-06-11,0.005363930877528622,0.22807250453209796,0.040404896495152,0.260726079440512,0.38806337088361637,0.41455098228354964,0.183977540963551,0.5830555968144586,0.10459547369143807
2015-06-12,-0.001195816893687529,0.19392874499285326,0.039821350752826334,0.2409783781527307,0.3669975876325011,0.3898421557250794,0.18130965529932963,0.5887166578350376,0.1028209354993268
2015-06-15,0.0011972485837699054,0.34398807559598277,0.2964590815394593,0.22703929930483557,0.3733186122346608,0.4035764684435303,0.18367654606885417,0.7119644917434391,0.11750939676690625
2015-06-16,0.0016557842580415816,0.32432861761256626,0.238938231858001,0.21675108775424962,0.37625305482765914,0.40294066707538523,0.18078858929567193,0.6090363034981057,0.11755483074122039
2015-06-17,9.185541635159389e-05,0.35622463423120243,0.296459084506532,0.21126126470276763,0.3855718059046817,0.39525305410497535,0.18305844083604841,0.646585596079535,0.11343015906819315
2015-06-18,-0.00027547088040902334,0.399890397251063,0.3761051618211396,0.21156314629186768,0.4015308885582485,0.39925203646447666,0.186343392027049,0.6537804231309339,0.11520345443114088
2015-06-19,0.003122957006642446,0.4023680318730928,0.380530882765334,0.21623061345316075,0.4165795046231556,0.40202957883086765,0.1913987892969889,0.6292410094214268,0.11558287102018222
2015-06-22,-0.004944610567294894,0.3962879589938233,0.4256426287184837,0.22371984943902495,0.42934768955795644,0.39813126031697443,0.18784905963788426,0.6234773376146555,0.11490341232194107
2015-06-23,-0.0023005429668944144,0.48349647890318914,0.8297882613317509,0.23669487990544935,0.45309261663928274,0.4456544346012942,0.1898830711945633,0.6768016487254979,0.113107306764574
2015-06-24,0.0015679595260684742,0.3744739428795577,0.5163906819977179,0.24747835296295734,0.4544643736728562,0.4393362884071671,0.1875627939118974,0.5502144456034557,0.11826421991148442
2015-06-25,-0.0011050292037410037,0.33143159349903417,0.3114728490100782,0.25432436282546805,0.44840962142251617,0.44942690387052403,0.1849153557995322,0.5917021810607141,0.11260463179786379
2015-06-26,-0.002396995789660239,0.37560571701217327,0.45081546704016495,0.26063916493974115,0.45125886722691905,0.4460744817769356,0.1870328904070137,0.6524023753155836,0.1111556745441594
2015-06-29,0.005914420063425352,0.35356892172791654,0.35245891474964985,0.2655954642249971,0.4509340155847253,0.46644281167740087,0.1852049139279366,0.6104608410197738,0.09990395449641237
2015-06-30,-0.0006430840220991163,0.3077505525266129,0.13934262282948495,0.26729798489433415,0.4432412751165624,0.4425932107186689,0.1795230937769782,0.5901887526622187,0.10135566726705658
2015-07-01,-0.0045044849169716406,0.4656808362032242,0.6639317549297626,0.27396072827668766,0.4612641603482892,0.4966270449231715,0.18326516905100138,0.7206021494219856,0.11864076457582384
2015-07-02,0.0013851835313578587,0.4518339969926448,0.5826063326996096,0.28317130972713633,0.4744577783128023,0.5081124417379954,0.17285026049834495,0.6177091666770627,0.1142809232242934
2015-07-06,0.003596453161822444,0.36255280616001595,0.15652180082667944,0.28895338807790594,0.4690639392736974,0.44713739212415504,0.1711267744749398,0.5571204018141107,0.10993801268802111
2015-07-07,0.0013783104231843701,0.39828259985422076,0.2869577300683497,0.29429491880647884,0.4714979465413949,0.4630320699841789,0.17304676493736984,0.649534459293666,0.11084205175040684
2015-07-08,0.0023857083760989717,0.48452400547417507,0.6260871839997785,0.3035423177759075,0.48841052790643025,0.4778099617470912,0.17738320548992506,0.6842312186593766,0.11796818039953016
2015-07-09,-0.0036616764344662434,0.5153181825798797,0.6850433437987118,0.31673130216873807,0.5081006018897702,0.4760975516179699,0.1823961480971127,0.6494266161027861,0.11748343204454634
2015-07-10,-0.0042263790881120755,0.5666084913665007,0.8897639693867045,0.3347762510608015,0.5335799757883544,0.49027211440543944,0.1857453877774239,0.6652335721338254,0.12049279358143197
2015-07-13,-0.0014762505699343897,0.4819067844891375,0.5748013107001557,0.3511821399949096,0.5402778910166275,0.469291803061677,0.1819960345612146,0.5703448060643893,0.12861761770087443
2015-07-14,0.0016632813079413555,0.3986588162821426,0.21259634760374058,0.36131088699563607,0.5300913789529917,0.4240646351884965,0.17863726424232637,0.5614841252349942,0.13087509511539597
2015-07-15,0.002675285160933516,0.3721702056206213,0.08661488195948008,0.3656398427226475,0.5172593418547088,0.44542402280738025,0.17613954379778965,0.6046360511693358,0.11971965000193463
2015-07-16,0.0008280093464818616,0.41357574911930506,0.22834777749326063,0.3682511926699453,0.5143631055768628,0.46985482367678577,0.17922643099072547,0.6538980577863479,0.11892102826454842
2015-07-17,9.194830247016839e-05,0.47681974656630566,0.4566955591793326,0.3729164149572432,0.5231221906770012,0.476680410784034,0.18147011659609952,0.669777285677203,0.1216744415969897
2015-07-20,-0.0017465064786035267,0.49586836486479924,0.527559007580952,0.3798287806199,0.5339350776605882,0.4886408089753179,0.18302551681187315,0.6407919098294982,0.12104009646028444
2015-07-21,0.0016574613969140284,0.4980852931370323,0.524195683496571,0.38815502559379345,0.5434428943463542,0.5040905772129043,0.18518308010137827,0.6292424666929329,0.11670745358351126
2015-07-22,0.00045967137634606026,0.4556388142237249,0.3709676456072214,0.3952274629739385,0.5448418272407568,0.4568117151184519,0.1831183972169149,0.600395500180705,0.09697579684817725
2015-07-23,0.0028484567984752296,0.49908641066801784,0.5161294286098124,0.4032203750568828,0.552780880994146,0.470993690470674,0.1850245249323238,0.6538067382195188,0.09886048824864196
2015-07-24,-0.0001832201134160938,0.5111718882725553,0.5564545416432163,0.4120961416452912,0.561217960313225,0.501785223230691,0.18679445115824983,0.6350123641088384,0.08266413491227174
2015-07-27,0.0012829855766551823,0.5828228955135153,0.806453001945516,0.4244325687613011,0.5790201362702256,0.5108531863398997,0.18886086688609086,0.6724945001189456,0.0865617428614631
2015-07-28,-0.0010067784019847092,0.5772445862430302,0.7903266529714972,0.43824965681054495,0.5924434621910637,0.48744785819821146,0.18424110644129074,0.6249248336199686,0.07826623002859791
2015-07-29,-0.0008245897024913296,0.6095358163410145,0.918034117537406,0.45383904586370555,0.6078652596880164,0.486858486755987,0.18748706865629433,0.6479308848566762,0.07808624579540553
2015-07-30,9.171223596537992e-05,0.5759445750843296,0.8347131430401158,0.4686897531466782,0.6159547120252767,0.4659066138053154,0.18354744923721966,0.6120024821187998,0.07451744969549502
2015-07-31,0.0039424251066189075,0.5484560244157753,0.7603296422400463,0.48143801107680423,0.6189049329391345,0.4834750456810843,0.1801528090604142,0.6148611819099935,0.06273969752442866
2015-08-03,-0.0009132280741652732,0.5512359441348159,0.7685958755787876,0.4923363927285588,0.6212842236330615,0.5103058283561676,0.18376457451243852,0.6292387622161995,0.040274728852206565
2015-08-04,-0.002925042873500483,0.659476858622433,0.9915948598516156,0.5059250904217137,0.6378425780117741,0.5440280444395229,0.18820741164838112,0.6896598213053469,0.04794170216982656
2015-08-05,-0.0018335586200896037,0.6254664993616175,0.8813564817809656,0.5194393008189027,0.6468298420576587,0.527957088447875,0.1853310649258291,0.6134703693476521,0.05012806074723773
2015-08-06,0.0011940198943054536,0.5255717804509938,0.5576935830502554,0.5288616911048951,0.6421072082795205,0.4931501067374085,0.18126477465584864,0.5819032312951524,0.05711194523807431
2015-08-07,0.0017429117355147739,0.4702909061703411,0.35921898872785896,0.5330986118368508,0.6308835794042852,0.47667004524598056,0.17946590994551592,0.5990295751009513,0.06067731565155246
2015-08-10,-0.001282045728579928,0.5073217399329206,0.4854374665075162,0.5351131031612006,0.6262083181340555,0.48348078176130926,0.18319966757132644,0.6465349349631664,0.061836916499637226
2015-08-11,0.003300940935361263,0.5589482630812885,0.6698986669918164,0.5374898312555993,0.6288098370048536,0.5051087000949683,0.18541805366338684,0.655147529591483,0.059964859473584015
2015-08-12,-0.0006397340156790721,0.5166323343257877,0.41462983366152706,0.53843822096965,0.6255695871933198,0.48688765627615954,0.18275415353893404,0.607683296686607,0.06056270018925346
2015-08-13,-0.0021032988637260663,0.6093005607264959,0.8139493605478159,0.5420393663771269,0.6352340835321194,0.5044690963679958,0.1854641472972322,0.6795943722773086,0.06910857788567332
2015-08-14,-0.0004582390991497709,0.5871279260258954,0.6363622355378111,0.5462915627670032,0.6398965428374238,0.4828748450581042,0.1827406373605884,0.6177617306079346,0.06366278639976614
2015-08-17,0.0017420229388271924,0.5171170650638683,0.4040428182404868,0.5482545834168164,0.635004726510357,0.47099369085921333,0.17946469695515158,0.5947971148714337,0.06801521202412161
2015-08-18,-0.0018305379253731324,0.5023902735939563,0.3535345730861855,0.5480480482066901,0.6289629518600524,0.46025569702618774,0.17706106990602097,0.620609543609917,0.06650069363962655
2015-08-19,0.0031175864193695446,0.5567955637796475,0.545456642994117,0.5483239166671425,0.6304627148439144,0.47721664343869297,0.17842204509482293,0.6551335832059986,0.06847847224675796
2015-08-20,0.0015539137712452522,0.4952824025645841,0.3434313855597826,0.5467164679396626,0.6242468841919246,0.4709936907749437,0.17463595559900758,0.5990769735382506,0.07094389976526949
2015-08-21,0.0017340735779451943,0.5876145537836889,0.6868704718116585,0.5473865238098721,0.6308974874414317,0.4896762428669993,0.17649980193600193,0.6767173791400636,0.07866485106000873
2015-08-24,-0.0003644398209622368,0.628515848903821,0.8585861683225968,0.551076599198874,0.6416214381063704,0.47494105512100543,0.18073383144493838,0.6521819863835137,0.06783898691757387
2015-08-25,-0.0023696876899178543,0.6714822767278592,0.9043474220543799,0.5582906341539277,0.656112484727992,0.4913130998911965,0.1901608459879997,0.6550088512394214,0.0691298543226827
2015-08-26,-0.00465925580573856,0.6572321168254968,0.6172858129386627,0.5667831683411867,0.6653651384032591,0.5072229615048862,0.1831081734409868,0.6220813373673176,0.05954458255289562
2015-08-27,0.001376792382565828,0.5686491919466361,0.4093969730950703,0.5728029027509114,0.6627324819397314,0.5038869142487382,0.17618685042199933,0.5906172408471014,0.06218746059498262
2015-08-28,-0.0009165763109044711,0.42879352225346345,0.06711316966397851,0.5715491650363647,0.6420956221253408,0.4675947189222652,0.16918529675462696,0.5546919105585261,0.08175368849251476
2015-08-31,-0.0007339617527952758,0.4709225002813646,0.16778547309101965,0.5671696637667182,0.6306152207085345,0.46533916843463974,0.17745893074552813,0.6494027947803641,0.08080621199625158
2015-09-01,0.0009180910374786411,0.44531798149071555,0.08219371257806707,0.5598726030529054,0.6177171614904574,0.4675967084758196,0.1702752552391653,0.6134178319833845,0.08018528148314683
2015-09-02,-0.0012841624835744359,0.42467863238360637,0.0273979029106044,0.5501632485837977,0.6045530590819908,0.4427774943676093,0.1644078475624612,0.6162832138686039,0.07013088478703512
2015-09-03,0.0014695413863481388,0.45639000431111953,0.15923569839367824,0.5403539242018928,0.597610640884988,0.45235897613692033,0.1703722944683134,0.642205369693143,0.07126221913915078
2015-09-04,0.0021092784813643295,0.41772270129767786,0.07006409705962757,0.5294588443916345,0.5872484938495497,0.45741237047307,0.16701906924823362,0.607650082753981,0.06905337837526514
2015-09-08,-0.002379376908788755,0.47025167976246696,0.17197727519039452,0.5200203249445141,0.5847920883941552,0.4692953551767992,0.17004825275669389,0.6508581087098484,0.07109464762201499
2015-09-09,0.0003669472043248412,0.5396112945018516,0.3184713978222614,0.5142952106376119,0.590999615222259,0.47155853050948443,0.17373990228842762,0.6608961449031352,0.07234172425991116
2015-09-10,-0.0011004378103967039,0.46245084802825376,0.15286977261525603,0.5084884700340044,0.5868289122914395,0.4681630162443641,0.16872955894630645,0.5904652090894813,0.07433180004687567
2015-09-11,0.001193401753913248,0.4749919253054903,0.21341843420868045,0.5033173242170078,0.5850413098975442,0.4512388291383598,0.17317326250393789,0.6335574396614315,0.06509462600396757
2015-09-14,0.00027506675195687613,0.4395194889283377,0.1402460015193837,0.49756792624375573,0.5795587474864051,0.43492643743732806,0.16970480319924475,0.6105328837242937,0.0623128691367979
2015-09-15,-0.004491684666042439,0.48327233224457955,0.21951264718252772,0.4930882161432223,0.5799661049880851,0.43161312543277475,0.17237962023697673,0.6465252359709334,0.06029900305102774
2015-09-16,-0.0008286955723306733,0.49341955622033984,0.3899993835206391,0.4899539781193183,0.5814945422856387,0.435538217547454,0.17505027845060234,0.6321157556962043,0.06078930064087738
2015-09-17,0.006266706218677198,0.35309471327178066,0.10988799043148578,0.48281345360786687,0.5657415245540572,0.42247953356848855,0.17191365865272812,0.557321249180355,0.072371761594402
2015-09-18,0.0008242177477641999,0.3314114170116347,0.10416517661779379,0.4726431125797458,0.550584243594899,0.4460566156360065,0.16852525671208218,0.6147967563960799,0.05543376922806301
2015-09-21,-0.0026537419360063152,0.5393553654465747,0.8144328981141484,0.4681382049484967,0.5629311688311656,0.4760877270747281,0.17634142005128522,0.7261298282354585,0.08910024398487061
2015-09-22,0.002385559604794585,0.5615415737915567,0.8888880339087986,0.4684077808975932,0.5761013783104308,0.486855576103458,0.18037166717901068,0.6407324171564254,0.08865479823006209
2015-09-23,-0.000823765106550356,0.48216647233053544,0.5959571888843809,0.46874322268277036,0.5765086431526104,0.47496207489707926,0.17682834904040332,0.586160181119189,0.09378533299250855
2015-09-24,0.0012825154356148616,0.5483537552228257,0.858586168596362,0.47183281926292575,0.5861010901902142,0.4840209536123995,0.17953522368062172,0.665231236835507,0.09702983951620692
2015-09-25,-0.0017383571463971403,0.5234869440712939,0.7676805856037623,0.47561866030019745,0.5905693496465662,0.486873491174817,0.1748565465609817,0.6148741213342332,0.09623394396910698
2015-09-28,0.0023829358883331597,0.5594785623157086,0.8108117401121248,0.4811258283064136,0.5989964268006895,0.4857173663768485,0.17698014612028498,0.6479235077817135,0.09591665276253222
2015-09-29,0.0015543399897246513,0.5047902596483672,0.6396384674852161,0.48550777238186704,0.5989155378224533,0.4619523373827339,0.17371477605945176,0.6005233706208444,0.09509654518278049
2015-09-30,0.00036517176550132646,0.5721891704876999,0.8738744921551047,0.4916469851405066,0.607870178988131,0.49138579538539995,0.17632582446088643,0.665190068640851,0.09464123754430133
2015-10-01,-0.0010951153912832634,0.6127415848534428,0.9500019074733521,0.5003204830552715,0.6206617069925591,0.49873926223769793,0.18173506834854133,0.6521886739538075,0.09579372045187254
2015-10-02,0.0030148166802013154,0.6222549356203307,0.9593531738188599,0.5105287169063469,0.6317780430797236,0.5078398344647473,0.1891428005036336,0.6335295823915298,0.09423514245062259
2015-10-05,-0.003734435364699862,0.5820572617989819,0.8479980484766517,0.519899614136469,0.6358727916360102,0.49364124663215536,0.18298548812984958,0.6106163971431896,0.09521050465193796
