,Label,SMA5,SMA10,SMA21,RSI_14,WILLR_14,MACD_SIGNAL,MACD,ROC_14,Aobv,R(t-1),Vol(t-1)
2015-02-24,0.0,15.157649048597595,16.14800904309754,17.134758156682278,36.19994907124964,-98.50481927954068,-0.9428573632626941,-1.2126192187978297,-29.689256436494663,0.0,-0.05473535922402861,0.047893032103323796
2015-02-25,1.0,15.094104388198422,15.877124850075367,17.02330857195311,36.5654850885611,-96.19625823346023,-1.0052541284438028,-1.2548411891682374,-25.94546759505347,0.0,0.0041701039405983575,0.047953390032231785
2015-02-26,1.0,14.737214676415013,15.43019884955477,16.887325420116724,34.12233792007567,-96.1475658264236,-1.070111523738683,-1.3295411049182029,-21.997329111275043,0.0,-0.04818996465624137,0.043592924497757486
2015-02-27,0.0,14.408877310829865,15.071595052091627,16.79715654102873,34.10631618872869,-85.7479717909707,-1.1307452765841395,-1.3732802879659651,-24.053429506151794,0.0,-0.00033053540625638256,0.0420930125388447
2015-03-02,0.0,14.123370651216328,14.756858436978998,16.651789268251257,34.51478645308687,-84.85495398019897,-1.1820753297690398,-1.3873955425086404,-18.726815537816243,0.0,0.004078715467027427,0.04055658562232022
2015-03-03,1.0,13.914385949179271,14.536017498888432,16.34870142412463,32.74809555717253,-92.07156505782488,-1.2294675692986254,-1.4190365274169672,-22.104192285998845,0.0,-0.03282682112898827,0.04027166359818532
2015-03-04,1.0,13.627644601477432,14.360874494837926,16.07074281352932,31.49831977761336,-96.40004184661652,-1.2743440995065132,-1.4538502203380634,-28.402997022514697,0.0,-0.02443032456397487,0.033373300162780783
2015-03-05,0.0,13.603384654282342,14.17029966534868,15.743181205325763,36.36765874319537,-83.54318789816674,-1.3026321965697192,-1.4157845848225428,-21.247201454985923,0.0,0.04662644575513153,0.03725477033682634
2015-03-06,1.0,13.662809897754792,14.03584360429233,15.481041236328824,39.50241211405406,-67.92411859694481,-1.3094683870628385,-1.336813149035315,-17.053221038336417,0.0,0.03015452272273267,0.039195517580690016
2015-03-09,0.0,13.694881329950082,13.909125990583206,15.305216235669551,39.09984152504838,-70.03183520857611,-1.3007974171207999,-1.2661135373526449,-10.171732453055311,0.0,-0.005680766944856308,0.03374192360187828
2015-03-10,1.0,14.005136117428487,13.95976103330388,15.151304726716003,45.99738003857047,-45.50235127969546,-1.2649839208092428,-1.121729935563014,0.8625909187921793,0.0,0.06649015195167873,0.036572870765288965
2015-03-11,1.0,14.392108165434905,14.009876383456168,15.053592686767725,46.383671540622935,-44.05342563271741,-1.2102713885844183,-0.9914212596851204,-3.725487970427549,0.0,0.0036826306592376845,0.03362989841318346
2015-03-12,0.0,14.925589392034874,14.264487023158608,15.012462434620488,54.84997660478579,-12.18043215211486,-1.122380987507605,-0.7708193832003509,5.871042294455519,0.0,0.0893125896823459,0.041441135022611514
2015-03-13,1.0,15.45458522288278,14.558697560318787,14.93952285880567,56.98060403421374,-9.308148664585758,-1.0094996501127738,-0.5579743005334485,9.514637790167573,0.0,0.02387931361136353,0.04148937959260004
2015-03-16,0.0,15.776539799735152,14.735710564842616,14.855739317681152,49.77199446710068,-35.46856315234231,-0.9023685484936913,-0.47384414201736114,8.155469655409206,0.0,-0.06646688301464887,0.04293208396880407
2015-03-17,1.0,15.965957513410833,14.985546815419662,14.803110108593424,51.3870528051595,-29.089281970103244,-0.7980609286335983,-0.3808304491932262,9.576333004084345,0.0,0.01736211818703781,0.04302258507909321
2015-03-18,0.0,16.090382946173,15.241245555803953,14.804072188809517,49.681075177073936,-35.41525194767612,-0.7034757427203057,-0.32513499906713506,13.175892913963708,0.0,-0.016923201559537415,0.040661386017287145
2015-03-19,1.0,15.944401825816403,15.434995608925638,14.842047318873846,49.62793028912634,-35.60472966936181,-0.6184682440835125,-0.27843824953633955,13.154939363869413,0.0,-0.0005156156708320259,0.04066490617639068
2015-03-20,0.0,15.443237599787938,15.44891141133536,14.77763109144696,41.446295331296355,-68.07286461446668,-0.564599251000276,-0.34912327866732973,2.7330923491328383,0.0,-0.08839939306432554,0.04840875993040231
2015-03-23,1.0,15.131248506050463,15.45389415289281,14.71215258260903,40.56384386211423,-72.05128298897745,-0.5344909401074762,-0.4140576965362772,4.957826380197388,0.0,-0.011882225422136905,0.04753144530377251
2015-03-24,1.0,14.58683676586673,15.276397139638783,14.61179833314701,36.20788965062856,-87.91653088552897,-0.5338363532787138,-0.5312180059636642,0.7982845873635745,0.0,-0.06309273761832035,0.05038032163032835
2015-03-25,1.0,14.12787128541286,15.10912711579293,14.558887007098864,37.48696413079359,-84.42243464260164,-0.547947852496985,-0.6043938493700693,-2.5447376251030667,0.0,0.01191459058182387,0.04883243690570043
2015-03-26,1.0,13.710613842133004,14.827507833974702,14.512644807905888,39.15923494239802,-79.02688330602558,-0.5661275852223442,-0.6388465161237811,-3.9795623350129556,0.0,0.01498765406722602,0.04825952987469694
2015-03-27,0.0,13.87541981612911,14.659328707958526,14.572441838997934,50.10101438556553,-45.57421858615748,-0.5602702450312539,-0.5368408842668924,7.422935349148698,0.0,0.11239537421777523,0.057048332720062246
2015-03-30,0.0,14.188507531224698,14.659878018637581,14.659683587464944,53.47740866893664,-33.03870869681818,-0.529254876994625,-0.4051934048481094,4.539319197272753,0.0,0.03786173830808459,0.055221227774819415
2015-03-31,1.0,14.580904107459157,14.583870436662943,14.720734870347686,50.31268571405405,-43.85937683093238,-0.4907647839682847,-0.3368044118629232,0.8758839189996119,0.0,-0.03149003342142698,0.05605893067866135
