,Label,SMA5,SMA10,SMA21,RSI_14,WILLR_14,MACD_SIGNAL,MACD,ROC_14,Aobv,R(t-1),Vol(t-1)
2015-08-31,1.0,15.718941084166627,15.229440283512687,14.178110676225634,72.20256283072179,-10.446581400656518,-0.6070914699245927,0.3281755691623296,113.79477128117081,0.0,1.0633914984535329,0.3009090667604174
2015-09-14,1.0,18.216435800733795,16.44479540059331,14.721327388826271,70.92030186056404,-64.28030254397079,-0.2580599264441962,1.13806624747739,114.66166374694112,0.0,-0.017456414541113685,0.30080394770522245
2015-09-21,0.0,23.360274761970878,18.51785046444784,15.897388012651943,62.23729305509546,-70.12071721557743,0.5607972569238402,2.124066359139281,66.89115681909036,0.0,-0.14496812956559446,0.3064820815916707
2015-09-28,1.0,25.267656507214937,19.07889375778973,16.372439664927523,59.44562967786858,-73.001702593139,0.8870758670483453,2.1921903075463653,62.19998935139393,0.0,-0.05157371644739028,0.30719456282477986
2015-10-05,0.0,24.65557437533042,20.187257729748524,16.888090228926192,61.12881844084548,-70.41915045702842,1.1712057619964382,2.30772534178881,68.52685820932523,0.0,0.04874531608720756,0.30682841142057754
2015-10-12,0.0,23.673240799440745,20.94483830008727,17.285517768134614,55.839730148828366,-75.89191495156038,1.3744198735504138,2.1872763197663154,51.20411792312273,0.0,-0.09849643658697127,0.3096827621400211
2015-10-19,0.0,21.641650955980545,21.466150458384462,17.52612763739481,48.583709074540735,-84.66384437750278,1.4539333940332215,1.7719874759644512,5.787991552710547,0.0,-0.17512229503953114,0.3136695028847118
2015-10-26,1.0,19.972790534007622,21.66653264798925,17.67500305160132,44.87300926626166,-89.8473771383696,1.413449856071445,1.2515157042243388,-9.019119328390671,0.0,-0.12545344549714055,0.3165918818269945
2015-11-02,0.0,18.398643473469864,21.8331499903424,17.716076056113298,43.65288837225695,-91.60880916888308,1.2847678613669653,0.770039882549046,17.074150046424514,0.0,-0.04874608057956853,0.30680405591297205
2015-11-09,1.0,16.701789237922917,20.678681806626667,17.757040094581118,44.69375550907754,-90.47670949699422,1.112262412295775,0.42224061601101326,10.332589433002212,0.0,0.03293532989982828,0.3063787245859794
2015-11-16,0.0,15.343515911941457,19.5083783556911,17.784660160291658,43.567901862878514,-91.94729959071434,0.9088727121828408,0.09531391173110393,17.385674382493676,0.0,-0.04141864219258706,0.3048180121855997
2015-11-23,1.0,15.754021265588833,18.69783611078469,18.050560983130854,53.890465549093314,-81.8413041139972,0.776616289975647,0.2475906011468716,47.05162087004394,0.0,0.3565692925102746,0.31637198770755204
2015-11-30,1.0,15.869615958061122,17.921203246034374,18.138657328255587,47.24228784444345,-92.61874173304354,0.6356003400667734,0.07153654043127844,23.219724940756844,0.0,-0.1877706019754275,0.32252487406982644
2015-12-07,1.0,16.000028451411325,17.199335962440593,18.0753534379604,46.121145566769,-94.27920197725467,0.48433246099539906,-0.12073905529009821,-42.8089119136098,0.0,-0.04229939645213554,0.13635375895257226
2015-12-14,0.0,15.965679944110828,16.33373459101687,17.982345292678808,45.52306142067242,-90.60722226256604,0.3279615168509691,-0.29752225972675106,-43.11441494585321,0.0,-0.022704960332296853,0.13632040067105655
2015-12-21,0.0,17.779662501659722,16.561589206800587,18.50840373619665,59.61622674872577,-31.47884525580711,0.31336250766505375,0.25496647092139213,-15.085362953881795,0.0,0.5805636187101741,0.2127899429325336
2015-12-28,1.0,18.067195824469987,16.91060854502941,18.85866594123018,55.16104659351638,-47.65272581000792,0.34780686697727825,0.48558430422617604,-11.26357921952974,0.0,-0.10648540139937657,0.21093393944218694
2016-01-04,1.0,18.143793864487755,17.006704911274433,19.048259779564216,47.87973727873865,-78.21505748729616,0.3350580381051433,0.2840627226166035,-27.507983564273214,0.0,-0.22519600034957943,0.2196598839796094
2016-01-11,0.0,18.709404315506408,17.354716383458868,19.273919663813164,50.52233143108459,-66.73230348807289,0.32093836558711375,0.2644596755149955,-23.329097799438912,0.0,0.10920144750437122,0.22136252837241677
2016-01-25,1.0,20.968026748099255,18.466853346105044,19.90565380213946,60.415317443371336,-6.619306098699152,0.4355200797723131,0.8938469365131105,23.371978887485746,0.0,0.4506191449455961,0.24936823409243167
2016-02-01,0.0,22.025069572761414,20.0461326986157,19.765483505998663,54.864049602163085,-48.44055376389934,0.8133044340848126,1.5207202409647707,49.066228845031006,0.0,-0.15408386015338815,0.24343785141028068
2016-02-08,1.0,22.865917534573335,20.504855699530545,19.423323487608254,51.61235759490068,-60.59326381888752,0.926697146254649,1.3802679949339947,40.648931368460424,0.0,-0.10246037440422495,0.24556614698017262
2016-02-22,0.0,23.881226961764263,21.295315638635337,19.397955901859206,54.87715996753796,-48.57868093944631,1.0344786560562143,1.4656046952624742,53.78488082139902,0.0,0.1294066372158631,0.24645016564278338
2016-02-29,1.0,22.497599176918193,22.079642693686353,19.409539433309902,51.29341020744454,-63.66683140167152,1.2305580675925945,1.4970692847868854,7.422612534869069,0.0,-0.16671559431818517,0.2368084839530348
2016-03-07,1.0,21.925310922438047,21.97519024759973,19.349309725759923,49.872982053093835,-69.72100879155951,1.2346559020130774,1.2510472396950085,25.596306246491086,0.0,-0.05035811539600954,0.22995600219217766
2016-03-14,1.0,21.26657255570936,22.06624504514135,19.334019106591303,46.26009888376148,-85.57578518999141,1.152390086797321,0.823326825934295,12.931431536231045,0.0,-0.13887196706635285,0.23393631062951217
2016-03-21,0.0,19.95997938192682,21.920603171845542,19.394905627554255,45.49945105845957,-88.97332322973848,1.0082199003671775,0.43153915464660386,11.561729611406443,0.0,-0.03455819621840117,0.23416401897798983
