,Label,SMA5,SMA10,SMA21,RSI_14,WILLR_14,MACD_SIGNAL,MACD,ROC_14,Aobv,R(t-1),Vol(t-1)
2015-12-28,1.0,108.54488846311355,108.86801919072414,109.0940797901321,40.33675317126507,-73.6169291189781,-0.3539042622243162,-0.3715823213395595,-0.6129570605710373,30197400.0,-0.0018576042669899984,0.003509376905697351
2016-01-04,0.0,108.44064905277051,108.70616794937852,109.03048458997675,37.01153311606984,-88.22882778133388,-0.3634875214076638,-0.4018205581410541,-1.0642563289083182,16229000.0,-0.0031355580039561515,0.0035358095766300514
2016-01-11,0.0,108.29717524456059,108.53433668439693,108.97258137954829,36.43416551811968,-83.31705068279975,-0.37594467232294804,-0.4257732759840849,-1.0181798195998226,403400.0,-0.0005614591677902681,0.0035352776460246664
2016-01-25,0.0,108.34057200810693,108.43876680847377,108.94620698286538,44.47547498757855,-61.37417573349055,-0.3803467926250875,-0.39795527383364515,-1.027271438782679,18225100.0,0.004842883180279367,0.003523977732424693
2016-02-01,0.0,108.47174907161543,108.5083187673645,108.89613503105217,48.46511389487966,-49.23109270345631,-0.35958249719989843,-0.3036166733234893,-0.7826153405007682,18741500.0,-0.0001623879447588683,0.0034904204876127264
2016-02-08,1.0,108.70690421580134,108.57377663428592,108.89696281642087,53.80225603985786,-32.25922556948281,-0.3343464245465638,-0.2334021339332253,-0.4390793313652245,35825000.0,0.003820253055889733,0.0036777611419311503
2016-02-22,1.0,108.96411199442036,108.63064361949048,108.90728160624943,54.408535701915454,-16.072291858979128,-0.3018323216297977,-0.17177590996273295,-0.1760730333982753,49883200.0,0.0004537676223779208,0.0036417299308062687
2016-02-29,1.0,109.37444217230313,108.88109607470327,108.95864302333673,59.784917481895704,-24.646196191656923,-0.2119029221054036,-0.020579017891847684,1.1382397392881825,71445800.0,0.0007658091003195366,0.002592835074212832
2016-03-07,0.0,109.59095394287529,109.03135150724536,108.97071090266483,61.52029070896254,-19.280353038359234,-0.16003599289763723,0.047431723933428316,1.2166342893625763,89842900.0,0.0014088090245438778,0.002597006265650262
2016-03-14,1.0,109.63453019918875,109.17071720749504,108.97482079730295,54.20839908382601,-34.854796117786556,-0.11515500612010826,0.06436894099000767,0.6777348417293719,78672900.0,-0.004083337428724909,0.002909030350862017
2016-03-21,0.0,109.65873832209112,109.31142515825574,108.96186281696481,53.487548593612246,-36.49466445218367,-0.07749698707151516,0.07313508912285727,1.0162709049883258,66825600.0,-0.0004317066364569744,0.0026578925134001516
2016-03-28,1.0,109.72877969468345,109.46058757102942,108.97597972927686,60.720230868679195,-15.409541359009049,-0.03646833661818147,0.12764626519515332,1.3001816565543844,76732300.0,0.0055532012683401355,0.0029159629593764782
