Date,processed_price,,,,,
5/16/2016,0.088924221,0.093874324,0.098559189,0.109962007,0.103420812,0.086979545
5/23/2016,0.093078744,0.088924221,0.093874324,0.098559189,0.109962007,0.103420812
5/30/2016,0.115177214,0.093078744,0.088924221,0.093874324,0.098559189,0.109962007
6/6/2016,0.117829057,0.115177214,0.093078744,0.088924221,0.093874324,0.098559189
6/13/2016,0.116149552,0.117829057,0.115177214,0.093078744,0.088924221,0.093874324
6/20/2016,0.10112262,0.116149552,0.117829057,0.115177214,0.093078744,0.088924221
6/27/2016,0.085653691,0.10112262,0.116149552,0.117829057,0.115177214,0.093078744
7/4/2016,0.115000456,0.085653691,0.10112262,0.116149552,0.117829057,0.115177214
7/11/2016,0.1279943,0.115000456,0.085653691,0.10112262,0.116149552,0.117829057
7/18/2016,0.143109712,0.1279943,0.115000456,0.085653691,0.10112262,0.116149552
7/25/2016,0.149916011,0.143109712,0.1279943,0.115000456,0.085653691,0.10112262
8/1/2016,0.150799937,0.149916011,0.143109712,0.1279943,0.115000456,0.085653691
8/8/2016,0.15495446,0.150799937,0.149916011,0.143109712,0.1279943,0.115000456
8/15/2016,0.156280381,0.15495446,0.150799937,0.149916011,0.143109712,0.1279943
8/22/2016,0.157164307,0.156280381,0.15495446,0.150799937,0.149916011,0.143109712
8/29/2016,0.151860687,0.157164307,0.156280381,0.15495446,0.150799937,0.149916011
9/5/2016,0.158401816,0.151860687,0.157164307,0.156280381,0.15495446,0.150799937
9/12/2016,0.135242662,0.158401816,0.151860687,0.157164307,0.156280381,0.15495446
9/19/2016,0.134800666,0.135242662,0.158401816,0.151860687,0.157164307,0.156280381
9/26/2016,0.148413331,0.134800666,0.135242662,0.158401816,0.151860687,0.157164307
10/3/2016,0.150004424,0.148413331,0.134800666,0.135242662,0.158401816,0.151860687
10/10/2016,0.143021299,0.150004424,0.148413331,0.134800666,0.135242662,0.158401816
10/17/2016,0.132679232,0.143021299,0.150004424,0.148413331,0.134800666,0.135242662
10/24/2016,0.136480171,0.132679232,0.143021299,0.150004424,0.148413331,0.134800666
10/31/2016,0.127817541,0.136480171,0.132679232,0.143021299,0.150004424,0.148413331
11/7/2016,0.109873595,0.127817541,0.136480171,0.132679232,0.143021299,0.150004424
11/14/2016,0.150711591,0.109873595,0.127817541,0.136480171,0.132679232,0.143021299
11/21/2016,0.162733097,0.150711591,0.109873595,0.127817541,0.136480171,0.132679232
11/28/2016,0.178467264,0.162733097,0.150711591,0.109873595,0.127817541,0.136480171
12/5/2016,0.167506374,0.178467264,0.162733097,0.150711591,0.109873595,0.127817541
12/12/2016,0.201449659,0.167506374,0.178467264,0.162733097,0.150711591,0.109873595
12/19/2016,0.198090649,0.201449659,0.167506374,0.178467264,0.162733097,0.150711591
12/26/2016,0.194996876,0.198090649,0.201449659,0.167506374,0.178467264,0.162733097
1/2/2017,0.185273563,0.194996876,0.198090649,0.201449659,0.167506374,0.178467264
1/9/2017,0.202156826,0.185273563,0.194996876,0.198090649,0.201449659,0.167506374
1/16/2017,0.202068414,0.202156826,0.185273563,0.194996876,0.198090649,0.201449659
1/23/2017,0.199328225,0.202068414,0.202156826,0.185273563,0.194996876,0.198090649
1/30/2017,0.21037746,0.199328225,0.202068414,0.202156826,0.185273563,0.194996876
2/6/2017,0.212675652,0.21037746,0.199328225,0.202068414,0.202156826,0.185273563
2/13/2017,0.222575791,0.212675652,0.21037746,0.199328225,0.202068414,0.202156826
2/20/2017,0.238221478,0.222575791,0.212675652,0.21037746,0.199328225,0.202068414
2/27/2017,0.244143919,0.238221478,0.222575791,0.212675652,0.21037746,0.199328225
3/6/2017,0.250950218,0.244143919,0.238221478,0.222575791,0.212675652,0.21037746
3/13/2017,0.244674261,0.250950218,0.244143919,0.238221478,0.222575791,0.212675652
3/20/2017,0.249359125,0.244674261,0.250950218,0.244143919,0.238221478,0.222575791
3/27/2017,0.228056236,0.249359125,0.244674261,0.250950218,0.244143919,0.238221478
4/3/2017,0.238309891,0.228056236,0.249359125,0.244674261,0.250950218,0.244143919
4/10/2017,0.234420538,0.238309891,0.228056236,0.249359125,0.244674261,0.250950218
4/17/2017,0.222664204,0.234420538,0.238309891,0.228056236,0.249359125,0.244674261
4/24/2017,0.233978609,0.222664204,0.234420538,0.238309891,0.228056236,0.249359125
5/1/2017,0.249712709,0.233978609,0.222664204,0.234420538,0.238309891,0.228056236
5/8/2017,0.256077079,0.249712709,0.233978609,0.222664204,0.234420538,0.238309891
5/15/2017,0.251126976,0.256077079,0.249712709,0.233978609,0.222664204,0.234420538
5/22/2017,0.247591275,0.251126976,0.256077079,0.249712709,0.233978609,0.222664204
5/29/2017,0.262794965,0.247591275,0.251126976,0.256077079,0.249712709,0.233978609
6/5/2017,0.274463022,0.262794965,0.247591275,0.251126976,0.256077079,0.249712709
6/12/2017,0.272518346,0.274463022,0.262794965,0.247591275,0.251126976,0.256077079
6/19/2017,0.273048688,0.272518346,0.274463022,0.262794965,0.247591275,0.251126976
6/26/2017,0.271280837,0.273048688,0.272518346,0.274463022,0.262794965,0.247591275
7/3/2017,0.265977151,0.271280837,0.273048688,0.272518346,0.274463022,0.262794965
7/10/2017,0.266595905,0.265977151,0.271280837,0.273048688,0.272518346,0.274463022
7/17/2017,0.281711318,0.266595905,0.265977151,0.271280837,0.273048688,0.272518346
7/24/2017,0.28807562,0.281711318,0.266595905,0.265977151,0.271280837,0.273048688
7/31/2017,0.287280108,0.28807562,0.281711318,0.266595905,0.265977151,0.271280837
8/7/2017,0.287722104,0.287280108,0.28807562,0.281711318,0.266595905,0.265977151
8/14/2017,0.271192424,0.287722104,0.287280108,0.28807562,0.281711318,0.266595905
8/21/2017,0.263855716,0.271192424,0.287722104,0.287280108,0.28807562,0.281711318
8/28/2017,0.274021026,0.263855716,0.271192424,0.287722104,0.287280108,0.28807562
9/4/2017,0.290904222,0.274021026,0.263855716,0.271192424,0.287722104,0.287280108
9/11/2017,0.28400951,0.290904222,0.274021026,0.263855716,0.271192424,0.287722104
9/18/2017,0.302660691,0.28400951,0.290904222,0.274021026,0.263855716,0.271192424
9/25/2017,0.300627535,0.302660691,0.28400951,0.290904222,0.274021026,0.263855716
10/2/2017,0.310792912,0.300627535,0.302660691,0.28400951,0.290904222,0.274021026
10/9/2017,0.325554674,0.310792912,0.300627535,0.302660691,0.28400951,0.290904222
10/16/2017,0.327057354,0.325554674,0.310792912,0.300627535,0.302660691,0.28400951
10/23/2017,0.336427083,0.327057354,0.325554674,0.310792912,0.300627535,0.302660691
10/30/2017,0.338371759,0.336427083,0.327057354,0.325554674,0.310792912,0.300627535
11/6/2017,0.339962919,0.338371759,0.336427083,0.327057354,0.325554674,0.310792912
11/13/2017,0.337487767,0.339962919,0.338371759,0.336427083,0.327057354,0.325554674
11/20/2017,0.338371759,0.337487767,0.339962919,0.338371759,0.336427083,0.327057354
11/27/2017,0.35136567,0.338371759,0.337487767,0.339962919,0.338371759,0.336427083
12/4/2017,0.36869093,0.35136567,0.338371759,0.337487767,0.339962919,0.338371759
12/11/2017,0.372314977,0.36869093,0.35136567,0.338371759,0.337487767,0.339962919
12/18/2017,0.381773186,0.372314977,0.36869093,0.35136567,0.338371759,0.337487767
