Date,processed_price,,,,,
5/9/2016,0.098066782,0.115289972,0.071704743,0.078734613,0.109314574,0.069595782
5/16/2016,0.103690678,0.098066782,0.115289972,0.071704743,0.078734613,0.109314574
5/23/2016,0.106502626,0.103690678,0.098066782,0.115289972,0.071704743,0.078734613
5/30/2016,0.069947267,0.106502626,0.103690678,0.098066782,0.115289972,0.071704743
6/6/2016,0.076098416,0.069947267,0.106502626,0.103690678,0.098066782,0.115289972
6/13/2016,0.138664328,0.076098416,0.069947267,0.106502626,0.103690678,0.098066782
6/20/2016,0.180492081,0.138664328,0.076098416,0.069947267,0.106502626,0.103690678
6/27/2016,0.292091383,0.180492081,0.138664328,0.076098416,0.069947267,0.106502626
7/4/2016,0.098945519,0.292091383,0.180492081,0.138664328,0.076098416,0.069947267
7/11/2016,0.071353241,0.098945519,0.292091383,0.180492081,0.138664328,0.076098416
7/18/2016,0.062038659,0.071353241,0.098945519,0.292091383,0.180492081,0.138664328
7/25/2016,0.050615116,0.062038659,0.071353241,0.098945519,0.292091383,0.180492081
8/1/2016,0.047978902,0.050615116,0.062038659,0.071353241,0.098945519,0.292091383
8/8/2016,0.039543058,0.047978902,0.050615116,0.062038659,0.071353241,0.098945519
8/15/2016,0.042355006,0.039543058,0.047978902,0.050615116,0.062038659,0.071353241
8/22/2016,0.03866432,0.042355006,0.039543058,0.047978902,0.050615116,0.062038659
8/29/2016,0.079261849,0.03866432,0.042355006,0.039543058,0.047978902,0.050615116
9/5/2016,0.049912112,0.079261849,0.03866432,0.042355006,0.039543058,0.047978902
9/12/2016,0.146924421,0.049912112,0.079261849,0.03866432,0.042355006,0.039543058
9/19/2016,0.109490325,0.146924421,0.049912112,0.079261849,0.03866432,0.042355006
9/26/2016,0.055360274,0.109490325,0.146924421,0.049912112,0.079261849,0.03866432
10/3/2016,0.072934966,0.055360274,0.109490325,0.146924421,0.049912112,0.079261849
10/10/2016,0.07627415,0.072934966,0.055360274,0.109490325,0.146924421,0.049912112
10/17/2016,0.122671361,0.07627415,0.072934966,0.055360274,0.109490325,0.146924421
10/24/2016,0.073813704,0.122671361,0.07627415,0.072934966,0.055360274,0.109490325
10/31/2016,0.123901584,0.073813704,0.122671361,0.07627415,0.072934966,0.055360274
11/7/2016,0.234973634,0.123901584,0.073813704,0.122671361,0.07627415,0.072934966
11/14/2016,0.088400697,0.234973634,0.123901584,0.073813704,0.122671361,0.07627415
11/21/2016,0.065202109,0.088400697,0.234973634,0.123901584,0.073813704,0.122671361
11/28/2016,0.056239012,0.065202109,0.088400697,0.234973634,0.123901584,0.073813704
12/5/2016,0.087521959,0.056239012,0.065202109,0.088400697,0.234973634,0.123901584
12/12/2016,0.045869941,0.087521959,0.056239012,0.065202109,0.088400697,0.234973634
12/19/2016,0.053778549,0.045869941,0.087521959,0.056239012,0.065202109,0.088400697
12/26/2016,0.040421779,0.053778549,0.045869941,0.087521959,0.056239012,0.065202109
1/2/2017,0.086115985,0.040421779,0.053778549,0.045869941,0.087521959,0.056239012
1/9/2017,0.038312818,0.086115985,0.040421779,0.053778549,0.045869941,0.087521959
1/16/2017,0.036731093,0.038312818,0.086115985,0.040421779,0.053778549,0.045869941
1/23/2017,0.042179255,0.036731093,0.038312818,0.086115985,0.040421779,0.053778549
1/30/2017,0.025307549,0.042179255,0.036731093,0.038312818,0.086115985,0.040421779
2/6/2017,0.032161686,0.025307549,0.042179255,0.036731093,0.038312818,0.086115985
2/13/2017,0.030052724,0.032161686,0.025307549,0.042179255,0.036731093,0.038312818
2/20/2017,0.041300517,0.030052724,0.032161686,0.025307549,0.042179255,0.036731093
2/27/2017,0.040949032,0.041300517,0.030052724,0.032161686,0.025307549,0.042179255
3/6/2017,0.031985935,0.040949032,0.041300517,0.030052724,0.032161686,0.025307549
3/13/2017,0.044288216,0.031985935,0.040949032,0.041300517,0.030052724,0.032161686
3/20/2017,0.037609831,0.044288216,0.031985935,0.040949032,0.041300517,0.030052724
3/27/2017,0.067135319,0.037609831,0.044288216,0.031985935,0.040949032,0.041300517
4/3/2017,0.056766248,0.067135319,0.037609831,0.044288216,0.031985935,0.040949032
4/10/2017,0.065553594,0.056766248,0.067135319,0.037609831,0.044288216,0.031985935
4/17/2017,0.119859396,0.065553594,0.056766248,0.067135319,0.037609831,0.044288216
4/24/2017,0.096485057,0.119859396,0.065553594,0.056766248,0.067135319,0.037609831
5/1/2017,0.029525472,0.096485057,0.119859396,0.065553594,0.056766248,0.067135319
5/8/2017,0.025131799,0.029525472,0.096485057,0.119859396,0.065553594,0.056766248
5/15/2017,0.0221441,0.025131799,0.029525472,0.096485057,0.119859396,0.065553594
5/22/2017,0.050966601,0.0221441,0.025131799,0.029525472,0.096485057,0.119859396
5/29/2017,0.011775045,0.050966601,0.0221441,0.025131799,0.029525472,0.096485057
6/5/2017,0.010720556,0.011775045,0.050966601,0.0221441,0.025131799,0.029525472
6/12/2017,0.027416511,0.010720556,0.011775045,0.050966601,0.0221441,0.025131799
6/19/2017,0.021792614,0.027416511,0.010720556,0.011775045,0.050966601,0.0221441
6/26/2017,0.015465731,0.021792614,0.027416511,0.010720556,0.011775045,0.050966601
7/3/2017,0.035852372,0.015465731,0.021792614,0.027416511,0.010720556,0.011775045
7/10/2017,0.036028106,0.035852372,0.015465731,0.021792614,0.027416511,0.010720556
7/17/2017,0.006502634,0.036028106,0.035852372,0.015465731,0.021792614,0.027416511
7/24/2017,0.00386642,0.006502634,0.036028106,0.035852372,0.015465731,0.021792614
7/31/2017,0.020210889,0.00386642,0.006502634,0.036028106,0.035852372,0.015465731
8/7/2017,0.015641465,0.020210889,0.00386642,0.006502634,0.036028106,0.035852372
8/14/2017,0.111950788,0.015641465,0.020210889,0.00386642,0.006502634,0.036028106
8/21/2017,0.089982422,0.111950788,0.015641465,0.020210889,0.00386642,0.006502634
8/28/2017,0.037609831,0.089982422,0.111950788,0.015641465,0.020210889,0.00386642
9/4/2017,0.017398941,0.037609831,0.089982422,0.111950788,0.015641465,0.020210889
9/11/2017,0.052372575,0.017398941,0.037609831,0.089982422,0.111950788,0.015641465
9/18/2017,0.018101928,0.052372575,0.017398941,0.037609831,0.089982422,0.111950788
9/25/2017,0.007908608,0.018101928,0.052372575,0.017398941,0.037609831,0.089982422
10/2/2017,0.006502634,0.007908608,0.018101928,0.052372575,0.017398941,0.037609831
10/9/2017,0.00896308,0.006502634,0.007908608,0.018101928,0.052372575,0.017398941
10/16/2017,0.008260093,0.00896308,0.006502634,0.007908608,0.018101928,0.052372575
10/23/2017,0.014586993,0.008260093,0.00896308,0.006502634,0.007908608,0.018101928
10/30/2017,0.011599294,0.014586993,0.008260093,0.00896308,0.006502634,0.007908608
11/6/2017,0,0.011599294,0.014586993,0.008260093,0.00896308,0.006502634
11/13/2017,0.037785582,0,0.011599294,0.014586993,0.008260093,0.00896308
11/20/2017,0.040246045,0.037785582,0,0.011599294,0.014586993,0.008260093
11/27/2017,0.009314582,0.040246045,0.037785582,0,0.011599294,0.014586993
12/4/2017,0.040246045,0.009314582,0.040246045,0.037785582,0,0.011599294
12/11/2017,0.007732857,0.040246045,0.009314582,0.040246045,0.037785582,0
12/18/2017,0.004920909,0.007732857,0.040246045,0.009314582,0.040246045,0.037785582
