Date,Residual_y,Residual_x
2016-12-19,0.5900001587546662,0.5900001499629788
2016-12-26,0.6300001200862528,0.5900001587546662
2017-01-02,0.5299997405161889,0.6300001200862528
2017-01-09,0.8299999258500925,0.5299997405161889
2017-01-16,-0.010000224281119685,0.8299999258500925
2017-01-23,0.050000194404390186,-0.010000224281119685
2017-01-30,0.02999973779552434,0.050000194404390186
2017-02-06,-0.09000014649725863,0.02999973779552434
2017-02-13,0.06999969704094156,-0.09000014649725863
2017-02-20,0.13999939020756713,0.06999969704094156
2017-02-27,-0.1300001082758886,0.13999939020756713
2017-03-06,-0.21000003496236275,-0.1300001082758886
2017-03-13,-0.2899999588176172,-0.21000003496236275
2017-03-20,-0.9999999889010454,-0.2899999588176172
2017-03-27,0.07999991208334123,-0.9999999889010454
2017-04-03,-9.38773325742659e-09,0.07999991208334123
2017-04-10,0.30000017624420217,-9.38773325742659e-09
2017-04-17,0.49999998737247076,0.30000017624420217
2017-04-24,0.6999997970106175,0.49999998737247076
2017-05-01,-0.6300001032479354,0.6999997970106175
2017-05-08,-0.8099994617906443,-0.6300001032479354
2017-05-15,-1.149999612628454,-0.8099994617906443
2017-05-22,-0.9899997723685168,-1.149999612628454
2017-05-29,-0.5399999665854427,-0.9899997723685168
2017-06-05,-0.19999979995239947,-0.5399999665854427
2017-06-12,-0.6499996063315194,-0.19999979995239947
2017-06-19,-0.7499999932031471,-0.6499996063315194
2017-06-26,-0.9499998013511881,-0.7499999932031471
2017-07-03,-1.2499999911554447,-0.9499998013511881
2017-07-10,0.6300001017578154,-1.2499999911554447
2017-07-17,0.43000030448763127,0.6300001017578154
2017-07-24,0.7100000308284873,0.43000030448763127
2017-07-31,0.6300001123376404,0.7100000308284873
2017-08-07,1.130000104627495,0.6300001123376404
2017-08-14,-0.1300001052956432,1.130000104627495
2017-08-21,-0.170000068564379,-0.1300001052956432
2017-08-28,-0.1099996503258982,-0.170000068564379
2017-09-04,-0.15999983951487806,-0.1099996503258982
2017-09-11,0.17000007914420223,-0.15999983951487806
2017-09-18,4.917382057101349e-09,0.17000007914420223
2017-09-25,0.22000026907824122,4.917382057101349e-09
2017-10-02,0.3000001950196669,0.22000026907824122
2017-10-09,0.2799997387088169,0.3000001950196669
2017-10-16,0.1099996643329817,0.2799997387088169
2017-10-23,0.3500003743738844,0.1099996643329817
2017-10-30,0.3700008370922383,0.3500003743738844
2017-11-06,0.7000007567944095,0.3700008370922383
2017-11-13,0.9899997661100421,0.7000007567944095
2017-11-20,1.170000073260642,0.9899997661100421
2017-11-27,-0.07999991998095268,1.170000073260642
2017-12-04,0.0400009164960089,-0.07999991998095268
2017-12-11,-0.10000037688783792,0.0400009164960089
2017-12-18,-0.4399995734553279,-0.10000037688783792
2017-12-25,-0.5599994625164584,-0.4399995734553279
2018-01-01,0.36000060387041444,-0.5599994625164584
2018-01-08,0.770000451302149,0.36000060387041444
2018-01-15,0.8699989302291264,0.770000451302149
2018-01-22,1.1299991572116639,0.8699989302291264
2018-01-29,1.0399990096713303,1.1299991572116639
2018-02-05,0.37000083306891796,1.0399990096713303
2018-02-12,0.11000061308991604,0.37000083306891796
2018-02-19,-0.7499999899248877,0.11000061308991604
2018-02-26,-0.3099994744181771,-0.7499999899248877
2018-03-05,-0.01999855611479262,-0.3099994744181771
2018-03-12,-0.23000144226529073,-0.01999855611479262
2018-03-19,-0.19000053068668876,-0.23000144226529073
2018-03-26,-0.2200012163450431,-0.19000053068668876
2018-04-02,0.09999847386058036,-0.2200012163450431
2018-04-09,0.11999893613188917,0.09999847386058036
2018-04-16,-0.2499999964429449,0.11999893613188917
2018-04-23,0.3199996872254083,-0.2499999964429449
2018-04-30,0.48999976979687077,0.3199996872254083
2018-05-07,0.500000001081542,0.48999976979687077
2018-05-14,0.7100009903142457,0.500000001081542
2018-05-21,0.18000030595853644,0.7100009903142457
2018-05-28,0.45999908428753145,0.18000030595853644
2018-06-04,0.32999992938792033,0.45999908428753145
2018-06-11,0.21999931853319765,0.32999992938792033
2018-06-18,0.1599998517338399,0.21999931853319765
2018-06-25,-0.5799999170391743,0.1599998517338399
2018-07-02,-0.42000008035551417,-0.5799999170391743
2018-07-09,-0.1700000812303557,-0.42000008035551417
2018-07-16,-0.38000106658875765,-0.1700000812303557
2018-07-23,-0.8199996906911302,-0.38000106658875765
2018-07-30,-0.09000015797112937,-0.8199996906911302
2018-08-06,0.21999930258895617,-0.09000015797112937
2018-08-13,0.12999915579367283,0.21999930258895617
2018-08-20,0.01000022413212065,0.12999915579367283
2018-08-27,-0.2200012242426439,0.01000022413212065
2018-09-03,0.3999996098885461,-0.2200012242426439
2018-09-10,0.5699996899268136,0.3999996098885461
2018-09-17,0.3400001532219825,0.5699996899268136
2018-09-24,0.390001293552082,0.3400001532219825
2018-10-01,0.6800002986954077,0.390001293552082
2018-10-08,0.479999540300323,0.6800002986954077
2018-10-15,0.8099994668570147,0.479999540300323
2018-10-22,0.39999962970708935,0.8099994668570147
2018-10-29,0.2600002357742248,0.39999962970708935
2018-11-05,-0.030000678058787145,0.2600002357742248
2018-11-12,-0.6599998431296328,-0.030000678058787145
2018-11-19,-1.0599994662802246,-0.6599998431296328
2018-11-26,-1.3399982478874648,-1.0599994662802246
2018-12-03,-2.159998889868689,-1.3399982478874648
2018-12-10,-2.1699991308391233,-2.159998889868689
2018-12-17,0.4099998419182924,-2.1699991308391233
2018-12-24,0.15999985128679128,0.4099998419182924
2018-12-31,-0.5500001813298319,0.15999985128679128
2019-01-07,-0.8400001499822132,-0.5500001813298319
