Date,y_true,y_pred
12/12/2016,113.9291204,113.7032194
12/19/2016,113.7287326,113.7804596
12/26/2016,114.3298942,113.5873298
1/2/2017,114.309855,114.1663874
1/9/2017,114.4300881,114.1471028
1/16/2017,114.3900097,114.1046624
1/23/2017,114.1495455,114.0671221
1/30/2017,114.4701645,113.8417733
2/6/2017,114.7507052,114.1421951
2/13/2017,114.2096611,114.4047564
2/20/2017,114.0493516,113.8981272
2/27/2017,113.8890421,113.7478257
3/6/2017,112.4662939,113.5974549
3/13/2017,112.6266034,112.2613932
3/20/2017,112.4662939,112.4119603
3/27/2017,113.0674555,112.1865745
4/3/2017,113.4682292,112.7240566
4/10/2017,113.8690029,113.0820973
4/17/2017,112.6065643,113.4397483
4/24/2017,112.2458689,112.312011
5/1/2017,111.5645526,112.0160856
5/8/2017,111.8851715,111.4324615
5/15/2017,112.7869129,111.7070986
5/22/2017,112.3861392,112.4793928
5/29/2017,111.4843978,112.1362317
6/5/2017,111.28401,111.4014613
6/12/2017,110.8832363,111.2495547
6/19/2017,110.2820747,110.9456205
6/26/2017,111.5445134,110.4896399
7/3/2017,111.1437397,111.4470215
7/10/2017,111.7048229,110.9851154
7/17/2017,111.5445134,111.503174
7/24/2017,112.5464487,111.3557927
7/31/2017,112.2859453,112.2642112
8/7/2017,112.2057905,112.0313436
8/14/2017,112.3260236,111.9591573
8/21/2017,112.2258297,112.067347
8/28/2017,112.8871068,111.9772265
9/4/2017,112.8871068,112.5642264
9/11/2017,113.3279589,112.5642264
9/18/2017,113.4882684,112.8531996
9/25/2017,113.4481901,112.9844836
10/2/2017,113.1075319,112.9518129
10/9/2017,113.8088874,112.6701414
10/16/2017,113.8489657,113.2420481
10/23/2017,114.5102428,113.2737527
10/30/2017,115.0913633,113.7797284
11/6/2017,115.4520606,114.1952184
11/13/2017,115.2917511,114.438055
11/20/2017,115.5322173,114.3316082
11/27/2017,115.2516728,114.2686083
12/4/2017,114.5703584,114.0689527
12/11/2017,114.3298942,113.5815346
12/18/2017,115.0512888,113.4087211
12/25/2017,115.8728754,113.9259572
1/1/2018,116.0732594,114.8491557
1/8/2018,116.5942662,114.9713349
1/15/2018,116.4139176,115.2751248
1/22/2018,117.1553514,115.1722991
1/29/2018,116.6343445,115.5784432
2/5/2018,114.9110146,115.7491762
2/12/2018,115.7927188,114.5302102
2/19/2018,116.3738431,115.1730409
2/26/2018,115.9129499,115.575333
3/5/2018,115.9931066,115.2578141
3/12/2018,115.9329891,115.1839696
3/19/2018,116.5742271,115.1446776
3/26/2018,116.6143054,115.5630759
4/2/2018,116.1133377,115.5891701
4/9/2018,117.2555434,115.2625127
4/16/2018,117.5962015,116.5336347
4/23/2018,117.6162407,116.7686845
4/30/2018,118.0370555,116.7823184
5/7/2018,118.3977528,117.0633044
5/14/2018,118.9588341,117.2955154
5/21/2018,118.6983326,117.7645024
5/28/2018,118.4779056,117.6006384
6/4/2018,118.3576744,117.4583625
6/11/2018,117.1954297,117.3794144
6/18/2018,117.5160487,116.572664
6/25/2018,118.0170163,116.7459085
7/2/2018,117.5962015,117.1170771
7/9/2018,116.7145012,116.8053611
7/16/2018,116.5341526,116.1502446
7/23/2018,117.1553514,116.015996
7/30/2018,116.9750027,116.4780904
8/6/2018,116.7345404,116.3440316
8/13/2018,116.2736472,116.1651573
8/20/2018,117.0751947,115.8219787
8/27/2018,117.4158528,116.4185187
9/3/2018,116.9549635,116.7311833
9/10/2018,117.0551593,116.3971956
9/17/2018,117.6362798,116.4706161
9/24/2018,118.5981368,116.8873041
10/1/2018,119.2594139,117.5363683
10/8/2018,118.4378273,118.2256926
10/15/2018,118.1572866,117.6492854
10/22/2018,117.5761623,117.4430139
10/29/2018,116.2536081,117.0027387
11/5/2018,115.4520606,115.9518245
11/12/2018,114.8909793,115.2964165
11/19/2018,113.2478041,114.8360819
11/26/2018,113.227765,113.5166506
12/3/2018,114.0493516,113.5010637
12/10/2018,113.548384,114.1518356
12/17/2018,112.1256358,113.7265141
12/24/2018,111.5445134,112.6632648
12/31/2018,112.3460628,112.263704
1/7/2019,113.2878806,112.8206578
1/14/2019,113.7688109,113.5242598
1/21/2019,113.7487718,113.8549082
1/28/2019,113.9691968,113.8388063
2/4/2019,113.6285387,114.016707
2/11/2019,114.4701645,113.7425153
2/18/2019,114.8308618,114.426629
2/25/2019,114.2096611,114.7254783
3/4/2019,114.1896238,114.2125932
3/11/2019,114.4902037,114.1962046
3/18/2019,114.5302801,114.4431626
3/25/2019,114.4501253,114.4762552
4/1/2019,114.9911713,114.4101047
4/8/2019,115.2717119,114.859009
4/15/2019,115.0713241,115.0933998
4/22/2019,114.7106306,114.925897
4/29/2019,114.3900097,114.6255901
5/6/2019,114.0293124,114.3605899
5/13/2019,114.4501253,114.0655108
5/20/2019,113.9090813,114.4101047
5/27/2019,112.907146,113.9680219
6/3/2019,112.9873007,113.1778713
6/10/2019,113.1876885,113.3683271
6/17/2019,114.0493516,113.469176
6/24/2019,114.1094672,114.0436782
7/1/2019,113.9291204,114.0914009
7/8/2019,114.7707443,113.9509434
7/15/2019,113.7688109,114.6671361
7/22/2019,113.6485779,113.8332129
7/29/2019,112.9271851,113.7495926
8/5/2019,112.5464487,113.3406629
8/12/2019,112.3059844,113.1937455
8/19/2019,112.265908,113.1263194
8/26/2019,112.3059844,113.1169861
9/2/2019,112.8871068,113.1263194
9/9/2019,112.8670677,113.3228911
9/16/2019,113.6084995,113.3142074
9/23/2019,113.0273772,113.726521
9/30/2019,112.6466426,113.270258
