Date,y_true,y_pred
11/4/2019,40.05702459,33.61642778
11/11/2019,40.72596388,33.82561733
11/18/2019,41.42507962,34.00855715
11/25/2019,41.21886371,34.14008008
12/2/2019,42.16443316,36.00129566
12/9/2019,42.30022717,36.13296396
12/16/2019,42.8233111,36.21528268
12/23/2019,44.26178038,36.25690047
12/30/2019,44.20645429,36.347114
1/6/2020,44.13100552,38.31132484
1/13/2020,44.9005432,38.45694548
1/20/2020,46.56030893,38.68277868
1/27/2020,45.72036473,39.051925
2/3/2020,43.9247973,39.15669281
2/10/2020,46.53516704,41.55691817
2/17/2020,48.03901602,42.02283739
2/24/2020,47.12865755,42.58400705
3/2/2020,37.34606412,42.60448781
3/9/2020,37.42150528,40.97100026
3/16/2020,30.04809253,39.71541338
3/23/2020,19.61668262,37.81224145
3/30/2020,25.52144576,34.56144262
4/6/2020,23.73593205,32.67949746
4/13/2020,31.77325337,31.31991605
4/20/2020,33.67444604,29.58710317
4/27/2020,32.91497738,31.21633654
5/4/2020,33.0055067,32.36207876
5/11/2020,35.85226887,32.89101457
5/18/2020,34.02149046,33.87481865
5/25/2020,36.75256599,34.03483539
6/1/2020,38.99074937,34.56319952
6/8/2020,43.10999498,35.52739461
6/15/2020,39.12151649,37.09456134
6/22/2020,40.68572607,37.32839104
6/29/2020,38.14074376,38.37976626
7/6/2020,41.18366042,37.0512469
7/13/2020,42.63218337,37.80726202
7/20/2020,43.7588192,39.80492169
7/27/2020,43.50733861,40.46856489
8/3/2020,44.93071966,40.8912161
8/10/2020,47.08339286,41.38648793
8/17/2020,47.67688336,42.8261013
8/24/2020,48.30055801,43.43663182
8/31/2020,51.04672172,43.96956497
9/7/2020,48.91919809,45.21494472
9/14/2020,46.74137526,44.55514478
9/21/2020,46.72628703,43.07447504
9/28/2020,45.65498497,42.38206707
10/5/2020,47.38013814,41.33523281
10/12/2020,50.86566307,42.7318493
10/19/2020,50.98134202,45.45505436
10/26/2020,50.6242362,46.12069834
11/2/2020,45.6700732,46.14963182
11/9/2020,51.84140135,43.03989446
11/16/2020,53.88343016,46.56021852
11/23/2020,53.83815779,49.80482435
11/30/2020,56.32781413,50.2723522
12/7/2020,58.00267577,52.24992492
12/14/2020,57.33373649,53.69007406
12/21/2020,58.98848302,55.97240711
12/28/2020,58.66156134,56.98427575
1/4/2021,59.5769467,57.23468935
1/11/2021,61.89559805,57.84921067
1/18/2021,60.79411185,59.51829514
1/25/2021,62.72045409,57.63446665
2/1/2021,59.25002501,58.70237303
2/8/2021,64.3399897,57.29931387
2/15/2021,66.04000092,59.26992055
2/22/2021,65.2754978,60.74355973
