Date,y_true,Arima,LSTM,ANN,SVR,RF,Arima + LSTM,Arima + ANN,Arima + SVR,Arima + RF
2018-01-01,109.04000091552734,109.40161925997076,109.23222878803892,109.22713742762345,109.32983184920305,109.58588512704024,109.34548364649949,109.48551404918966,109.39919804147814,109.30578720267353
2018-01-08,108.73999786376952,109.28880845666964,109.11039393620992,109.16800131506064,109.19661269934592,109.2466078233564,109.15092722238143,108.90188180566867,109.22895886312116,109.15284386933882
2018-01-15,108.18000030517578,109.28880845666964,108.83670277013412,108.63396079953438,109.00500341646696,108.83812878592808,109.15293293357928,109.0568109816416,109.1518850237532,109.16090119541724
2018-01-22,108.37000274658205,109.28880845666964,108.36360569517582,108.50556484221876,108.63167391258878,108.49722690654524,109.48620498837073,109.26798314885338,109.0132943383486,109.16058016480048
2018-01-29,107.1999969482422,109.28880845666964,108.3204567194351,108.57030211403232,108.50827303116964,108.3132067808655,109.71952365995486,108.62742584110339,109.09399199396853,109.1466322308882
2018-02-05,106.76000213623048,107.583956664233,107.71171471226025,107.53183536912306,107.53526923603286,107.66261505254108,108.8966301137493,107.6597128713415,107.04824150811967,107.22275636139372
2018-02-12,106.8000030517578,107.74545128506348,107.3851957937702,107.27230103501527,107.36853947770558,107.7077692184448,108.63643242281601,107.41010837119744,107.44183788797568,106.82916439932511
2018-02-19,106.62999725341795,107.74545128506348,107.4078313039185,107.5655108133118,107.48729450851118,107.90074188385007,108.34589595955536,106.79901219767258,107.5270573776622,107.40460593861268
2018-02-26,106.45999908447266,107.74545128506348,107.33860647676715,106.86147453458092,107.287788871603,107.89442525482175,108.21341203015969,106.4287572638385,107.51431858383162,107.3842509822242
2018-03-05,106.37000274658205,107.74545128506348,107.32653413104433,106.83458234224015,106.99655366410154,108.00779889678954,108.07488386195824,106.5199290053241,107.51305927593798,106.70117969673798
2018-03-12,106.6999969482422,106.40235351992544,107.29072029338798,106.86865877662868,106.91886169767054,108.00779889678954,105.26018666697439,105.9422487564176,105.34480043948045,105.28856455756124
2018-03-19,106.61000061035156,106.40972584765126,107.50275772496065,107.01094777401228,107.03394903669091,108.00779889678954,105.73051691334416,106.36014654021432,105.89248528957518,106.00790298264195
2018-03-26,107.25,106.40972584765126,107.42644763295688,106.90242369796944,107.06169500920971,108.00779889678954,106.17087860684563,106.56203915457894,106.13879164713418,106.49322867672612
2018-04-02,106.91000366210938,106.40972584765126,107.8486220455796,107.31367615383364,107.40491232606983,108.00779889678954,107.2615708736675,105.02754289190938,106.53759541669669,106.50755177717377
2018-04-09,106.8000030517578,106.40972584765126,107.5279891771737,107.1058070319576,107.72789889334489,108.00779889678954,107.26019794027974,106.23531879763772,106.41881626503577,106.51305289845635
2018-04-16,106.0,106.8130643639404,107.51576372610184,106.91393995976232,107.55490009610676,108.00779889678954,106.7389794338185,106.3470216069061,107.03924361896597,107.01403781507794
