Date,y_true,Arima,LSTM,ANN,SVR,RF,Arima + LSTM,Arima + ANN,Arima + SVR,Arima + RF
2018-01-01,9.220000267028809,11.162409960532743,10.36508007965206,10.398440865811883,10.903424223142444,13.42213267138012,10.148131667876799,10.250705241466123,10.227980228781323,9.813195525909025
2018-01-08,10.15999984741211,11.069198760948805,9.084466478513123,10.000382442475136,9.99193974549249,11.870975057443008,10.308322164974836,10.473822805843977,10.07678651159598,10.09032360073152
2018-01-15,11.270000457763672,11.017750866898869,9.8103398900798,10.323391624383667,10.541729556308317,10.747046298721417,10.472652919778202,10.51458615828452,10.044530829539891,10.055022247323368
2018-01-22,11.079999923706056,11.017750866898869,10.53488397571929,11.064868069930665,11.182753317696536,11.891006856223528,10.493514664658878,10.79051750172076,10.113800288387866,9.96274209786353
2018-01-29,17.309999465942383,11.017750866898869,10.543187535431594,11.124250458388456,10.88780749251153,11.688518457193815,10.116879828461979,15.523121006974552,10.053691208122293,10.580671496877049
2018-02-05,29.059999465942383,14.237938436773335,14.925124670224925,14.231399011272854,14.108665372707936,15.324141817078123,16.349813017156634,19.031784567144427,14.428752133189967,14.514460477140462
2018-02-12,19.459999084472656,11.787460441304216,21.08442091575645,13.922684810414156,20.12440518656781,18.026791817188265,16.701096648884782,17.342990035725602,11.378705863861612,12.112147028161058
2018-02-19,16.489999771118164,11.039252762312168,14.17096975501074,11.764060889034898,16.04077658176788,18.02787514257431,9.665786628240818,10.740483288282627,12.102675940891602,11.624179069513554
2018-02-26,19.59000015258789,11.039252762312168,14.74929035232621,19.660265169344346,16.147489910090965,17.111340376917525,2.8558659596388285,11.71847534608292,13.593861464488764,11.820539955610508
2018-03-05,14.640000343322754,11.039252762312168,18.30229402936016,26.48527195537245,18.40289695264692,19.880698594379428,3.582645897382969,13.460727934355015,15.585703911742783,11.662395958418125
2018-03-12,15.800000190734863,15.067418300147592,12.982254317787133,13.831218251965232,14.627818423148195,14.2743550709732,15.689312957759439,16.073470198150215,15.87531398089198,17.623265229697765
2018-03-19,24.8700008392334,16.73856357157296,14.48755945561479,13.624082846720611,14.650292311215532,13.834895172167252,17.068636749387444,15.923295293451012,18.528003887008055,18.870783601403893
2018-03-26,19.96999931335449,16.533414857342244,19.975066283659096,21.20449823656849,19.323630310054263,17.898199681992757,24.277635590984822,22.78823758836031,18.94995229340165,21.458458917095662
2018-04-02,21.489999771118164,16.533414857342244,15.35991470423209,16.681293158032645,16.86581113044889,19.30164853120339,22.626983659222127,19.16520978684664,17.23682791497485,17.172251658394337
2018-04-09,17.40999984741211,16.533414857342244,16.816422542210447,19.20441297767011,15.53359045646704,16.398680272420247,18.98870589013338,17.439523713543416,16.93096152112891,20.486744182064534
2018-04-16,16.8799991607666,16.71932663405636,14.437738806440851,19.360013012023376,15.992825755853817,16.604268896452584,19.867874998695644,16.982624102480205,20.07944667432312,19.139072079307827
2018-04-23,15.40999984741211,18.82115622381227,14.218328882099737,12.61513628631889,15.024564359865632,16.26435031674704,16.930240949192214,15.321140011348891,22.197379588181995,20.760593017139602
2018-04-30,14.770000457763672,18.576294153470243,13.860619660705732,15.07989659408994,15.79030591981994,13.875249595865691,16.499532192486967,11.759702413815702,19.104816839397113,19.16988357855722
2018-05-07,12.649999618530272,18.576294153470243,13.60741710837176,14.422159645490163,14.830977780859396,13.706469721849048,14.212950914639677,14.66120836092874,15.57180202846101,17.977589457768644
2018-05-14,13.420000076293944,18.576294153470243,12.78344303615163,13.932230004033912,12.796473058625168,13.372798906348416,12.879176347989286,14.054095953244413,15.506463752567779,17.454786628026213
2018-05-21,13.220000267028809,14.572566402019536,13.187017783899584,12.845928918461471,13.002384816789435,14.596031426280163,12.279597890438115,14.120007050098454,13.830994514576203,11.185876023830449
2018-05-28,13.460000038146973,14.483284329471996,12.900585392518812,13.430494322141843,12.73664210395828,14.585484416545713,13.877292429504802,13.140274499950817,13.304026013898676,13.664840852318218
2018-06-04,12.18000030517578,14.470602866972833,13.076069178705222,12.999787048934866,12.827612586002717,14.794132245643128,14.22364322539702,11.498288032378106,13.932012075803902,14.770012375677972
2018-06-11,11.979999542236328,14.470602866972833,12.234470192351653,12.750871714536045,12.23191972310372,13.800060290834338,14.883159336413293,13.388854977454095,14.1234982664047,14.828681138123422
2018-06-18,13.770000457763672,14.470602866972833,12.188241606854,12.161735452964509,11.98085152092678,12.860330943184628,13.259016153181939,12.99076366123095,13.501568610461607,13.658325788344293
2018-06-25,16.09000015258789,13.537394867992967,13.228311034162598,12.878671842250448,12.797239687929377,12.303670069020296,12.120722519016832,12.59998165235576,12.380958189718934,14.037394867992967
2018-07-02,13.369999885559082,13.142560056351629,14.659285721483904,15.11680358879983,13.998772088657905,15.69874452188341,11.97759251942536,13.007636121415105,12.551790585416196,13.642560056351629
2018-07-09,12.18000030517578,13.229035861449638,13.119313871865607,12.562501692414669,12.702289740078404,14.439935628193323,11.954920060592094,12.689708716826836,13.269374241306993,13.729035861449638
2018-07-16,12.859999656677246,13.229035861449638,12.660641589928709,12.6724112299035,12.238976574314432,13.55462640750383,12.999754108148018,14.355373151259819,12.779417323525221,13.729035861449638
2018-07-23,13.029999732971191,13.229035861449638,12.572365744618308,12.894030000402076,12.40443610361696,13.077177871026963,14.075118548827568,13.185780651526848,12.76968758469173,13.729035861449638
2018-07-30,11.640000343322754,13.034920196808192,12.496542638843437,12.632222284535905,12.51631917527476,13.448919606370108,11.498402695930812,10.805141191757533,12.076820790641516,12.174912374294612
2018-08-06,13.15999984741211,13.037747832716972,11.613014103258864,12.027350150937982,11.705743683771884,12.260183639205524,11.919954987944633,13.54470357555297,11.672192471675967,12.177740010203392
2018-08-13,12.640000343322754,13.03548754488592,12.625704711079964,12.751897072977032,12.385599237990643,12.840034143105452,13.24387018119459,12.338770759455011,12.574623867676433,12.175479722372339
2018-08-20,11.989999771118164,13.03548754488592,12.12236906346935,12.637449296191978,12.1106475199848,13.215138989893427,12.400386703363703,11.977281463495538,12.230360791332032,12.29041941200857
2018-08-27,12.859999656677246,13.03548754488592,11.985876789302903,12.282838368584166,11.917428230412543,12.969787277617128,12.406982076517389,13.61710740362768,12.000919689585192,12.175479722372339
2018-09-03,14.880000114440918,12.82487317806555,12.50076745598826,12.6284607459859,12.240020731586409,13.02079393954029,13.30569553262068,13.234265713752043,12.290835324015408,13.32487317806555
