date,AGG,DBC,VIX,VTI
4/1/2018,111.0429174,15.45604675,14.69468329,148.6787613
4/2/2018,111.0429174,15.28425004,18.28752895,146.2151295
4/3/2018,111.0429174,15.29990423,17.67355258,145.7544294
4/4/2018,111.0429174,15.47185097,15.23112972,146.7848597
4/5/2018,111.0429174,15.50183945,13.7478067,150.4804969
4/6/2018,111.0429174,15.58911001,13.61102298,150.9353779
4/7/2018,111.0429174,15.66209539,13.50708986,151.0905415
4/8/2018,111.0429174,15.70228133,13.22848943,151.380152
4/9/2018,111.0429174,15.64987718,13.52932872,151.1305816
4/10/2018,113.1236687,15.70038012,13.97885605,150.479471
4/11/2018,113.3111985,15.43147163,14.40986254,150.479471
4/12/2018,113.5459183,15.71495037,14.91406632,150.479471
4/13/2018,113.1685387,15.80841537,13.41523857,150.479471
4/14/2018,113.1214887,15.94818968,12.64298459,150.479471
4/15/2018,113.2017086,15.81903747,13.58945372,150.9052171
4/16/2018,113.1820287,16.1504619,13.72523424,150.9052171
4/17/2018,113.2988085,15.86459236,12.78258976,150.9052171
4/18/2018,113.2354586,15.8888796,12.76593876,150.9052171
4/19/2018,113.3151284,15.30600044,14.27546466,150.9052171
4/20/2018,112.9225005,14.91672872,17.55564336,156.9877105
4/21/2018,112.4816703,14.93208013,16.19675904,156.9877105
4/22/2018,112.53418,15.01495742,14.16951335,156.9877105
4/23/2018,112.5486697,15.08339742,15.90857875,156.9877105
4/24/2018,112.6429796,15.07520991,21.13849469,151.7422398
4/25/2018,112.6429796,15.0798099,22.84382652,151.341105
4/26/2018,112.5479895,15.0924399,23.1532849,142.1364671
4/27/2018,112.1322393,15.09186991,23.16325975,135.2335899
4/28/2018,112.7787891,15.09376991,24.22400999,131.8265668
4/29/2018,112.8311191,15.09376991,24.22400999,130.9481966
4/30/2018,113.0452295,15.12314988,24.02639999,136.5411158
5/1/2018,112.9876995,15.12314988,24.02639999,140.9075447
5/2/2018,112.8831302,15.12314988,24.02639999,139.0218238
5/3/2018,112.8831302,15.12314988,24.02639999,140.9607073
5/4/2018,112.8831302,15.12314988,23.00801993,145.3519538
5/5/2018,112.8831302,13.72234969,25.01478994,144.2541258
5/6/2018,112.8831302,13.72234969,23.48135982,148.629148
5/7/2018,112.8831302,13.72234969,23.35728488,151.7426829
5/8/2018,112.8831302,13.72234969,22.65161494,156.5215836
5/9/2018,112.8831302,13.72234969,29.18532969,154.2107384
5/10/2018,115.3425709,11.45908011,43.80013999,156.9537111
5/11/2018,115.3704008,11.45853012,41.4433203,154.7349918
5/12/2018,115.3039109,11.50013007,31.32399001,156.5132404
5/13/2018,115.3591909,11.51570005,25.72096124,160.0655701
5/14/2018,115.3591909,11.52272002,23.03265123,162.1776113
5/15/2018,115.3591909,11.49799981,24.79449868,163.0778509
5/16/2018,115.3591909,11.52752978,23.66681163,164.7787609
5/17/2018,115.3591909,11.55240977,23.80669549,163.8326996
5/18/2018,115.3591909,11.58559977,23.82617327,161.4924421
5/19/2018,115.3591909,11.66066978,23.70666821,161.4447317
5/20/2018,116.0395115,12.15002974,24.64264971,162.6548998
5/21/2018,116.0395115,12.00068972,27.72837444,161.4247998
5/22/2018,116.0395115,11.81637971,25.66714186,161.6435597
5/23/2018,116.0395115,11.94840977,27.89703786,165.4925694
5/24/2018,116.0395115,11.85892977,29.6863952,165.83067
5/25/2018,116.0395115,12.64733971,28.71216137,166.2168898
5/26/2018,116.7222117,12.63182972,29.80140916,163.5479099
5/27/2018,116.1435016,12.4654197,28.20890057,161.6442405
5/28/2018,116.9460518,12.5316597,28.32358725,161.7013
5/29/2018,117.0797116,12.55112972,32.86755942,162.3883802
5/30/2018,117.5927265,13.23104,31.54318342,169.4608724
5/31/2018,117.7337115,13.20499004,24.58601269,164.5972886
6/1/2018,118.0112954,13.25211002,25.36684874,164.444338
6/2/2018,118.3922394,13.34346999,21.30522628,164.281328
6/3/2018,118.1949004,13.53153987,20.3361337,164.2056779
6/4/2018,118.2529653,13.7424798,23.7302962,169.8221779
6/5/2018,118.2170906,13.86466975,22.40983797,169.8221779
6/6/2018,118.2960106,13.86865973,21.74901528,169.8221779
6/7/2018,118.5319192,14.03370973,24.43904953,169.8221779
6/8/2018,118.0711501,14.57589877,23.0093346,169.8221779
6/9/2018,117.6261971,14.86957631,26.00884275,171.9263591
6/10/2018,117.4197994,14.82647325,25.21082927,171.9263591
6/11/2018,117.2991219,15.04646985,27.65077539,171.9263591
6/12/2018,117.0590027,15.70841385,21.57381435,171.9263591
6/13/2018,117.1099442,15.93604647,19.07012663,171.9263591
6/14/2018,117.0924586,16.02145836,22.1918699,189.1818142
