date,AGG,DBC,VIX,VTI
4/1/2018,113.8728273,15.44334366,14.22689668,151.5518077
4/2/2018,114.0354228,15.05365725,14.01162139,150.4810217
4/3/2018,112.827134,14.78044921,17.12446789,149.7649869
4/4/2018,113.4161361,15.25812353,14.28707098,150.0263428
4/5/2018,113.7405715,15.25211736,14.0083339,150.0474716
4/6/2018,113.2355971,15.52993806,13.64086513,151.3277647
4/7/2018,113.0774863,15.69952662,12.18926523,153.0617594
4/8/2018,112.4325369,15.81673932,11.8956833,154.3018408
4/9/2018,112.9992374,15.90332691,12.28994566,155.4216143
4/10/2018,112.2388186,15.91509061,14.64217268,155.6866376
4/11/2018,112.1683764,15.45488027,14.25708402,156.8665705
4/12/2018,112.1535022,15.86581644,14.10366945,157.2362064
4/13/2018,112.4858676,16.21869223,12.68712314,157.9448517
4/14/2018,112.3414836,16.26243607,13.14023675,159.8303008
4/15/2018,112.8818764,16.27439972,14.35176032,159.6261823
4/16/2018,112.589272,16.25750642,11.47081196,159.4810048
4/17/2018,112.611259,15.42894573,12.55222378,160.4432975
4/18/2018,112.8087794,15.47948283,12.79390813,162.6379835
4/19/2018,112.955011,14.75431089,14.27097072,161.7793232
4/20/2018,112.8555202,15.31377345,25.15233034,161.7227161
4/21/2018,113.7170078,15.10534995,13.84185767,165.8276304
4/22/2018,114.247801,14.74585456,11.96273603,168.2591248
4/23/2018,116.3603175,14.54666164,28.74392564,166.9126538
4/24/2018,117.2280641,12.89755512,31.35066766,149.5580645
4/25/2018,116.9889389,12.78147258,45.28013809,150.4512633
4/26/2018,114.2842686,10.93418102,42.98826307,136.1706133
4/27/2018,114.8786898,11.85074674,46.44835289,126.7058667
4/28/2018,114.4365479,11.81049297,43.6546118,128.5861989
4/29/2018,115.9357722,12.07549213,37.75818608,127.9866701
4/30/2018,117.52457,12.0383092,32.3399306,136.6625725
5/1/2018,117.8500218,11.93196749,24.92582977,142.474918
5/2/2018,117.3150421,11.18914855,23.53205116,142.7913903
5/3/2018,117.8622818,11.66833692,24.55675449,142.5766038
5/4/2018,117.9560015,11.91020018,21.41823886,147.0858823
5/5/2018,118.0510065,11.90842752,23.97149959,145.5581915
5/6/2018,118.084717,12.00335146,23.36963045,149.3480643
5/7/2018,117.8521938,12.10567537,20.25852218,153.6570209
5/8/2018,117.8005692,12.31389523,20.12938011,160.9770739
5/9/2018,118.277914,12.51767427,24.34736567,155.6832362
5/10/2018,118.0503901,12.2188604,28.92028257,156.9345846
5/11/2018,118.0429143,12.3262819,24.59671144,152.5549687
5/12/2018,118.1553473,12.68262019,22.3969397,158.0966889
5/13/2018,118.2985909,12.82976812,23.94349999,160.7292396
5/14/2018,118.3970646,12.97000193,23.52924649,162.8902103
5/15/2018,118.4614875,12.7755114,23.11858191,162.5224416
5/16/2018,118.5418348,13.05837694,21.26163319,165.0235419
5/17/2018,118.5847278,13.27794875,19.8591837,168.9401714
5/18/2018,118.5644416,13.22259169,19.5675272,170.2423246
5/19/2018,118.4873002,13.29780698,19.38820044,171.31059
5/20/2018,118.3277344,13.46964667,19.7931736,176.1314487
5/21/2018,118.2669004,13.24272455,24.94543715,173.0856567
5/22/2018,118.2385649,12.91313828,27.30326857,168.6200379
5/23/2018,118.2353396,13.44583705,21.78071486,168.1659083
5/24/2018,118.2270948,12.75034337,23.15474931,166.2274153
5/25/2018,118.4336892,12.85131425,23.14509761,169.702746
5/26/2018,118.363957,13.12422036,20.57663106,175.786357
5/27/2018,118.3249245,13.59872359,22.15999507,176.795342
5/28/2018,118.1643047,13.21790575,23.25598095,176.2321963
5/29/2018,117.9521409,12.67400241,28.46976794,166.9810522
5/30/2018,118.3070542,13.15443811,22.89638258,177.1336932
5/31/2018,118.2617922,13.86017035,22.94411317,181.6405086
6/1/2018,118.4152159,13.836695,24.16189609,182.5388437
6/2/2018,118.5569994,13.61749545,20.53894683,185.7307529
6/3/2018,118.570464,14.29601297,18.75665553,187.9711961
6/4/2018,118.2646814,14.40759876,24.59630868,185.3500569
6/5/2018,118.2161356,14.53363885,21.37320858,186.979134
6/6/2018,118.2197602,14.29827636,23.00842203,186.8497064
6/7/2018,118.2553604,14.6092604,26.21514196,187.7600413
6/8/2018,118.1596536,14.79899879,22.09621158,190.119932
6/9/2018,117.8132345,15.21837973,26.23526204,189.637754
6/10/2018,117.7215032,15.0900997,24.74889732,191.1559695
6/11/2018,117.6388906,14.84276123,27.80609723,188.4384739
6/12/2018,117.2362907,15.79078902,19.02677544,192.0405465
6/13/2018,117.0200453,15.9915797,20.64701587,193.8896414
6/14/2018,116.4407265,16.17015536,22.33630792,197.614843
