,Date,y_true,y_pred
0,2016-12-12,107.99084389461065,108.17792943265866
1,2016-12-19,107.80783798439397,108.17792943265866
2,2016-12-26,107.2681628141001,108.17792943265866
3,2017-01-02,107.32974871754021,108.17792943265866
4,2017-01-09,107.87269081463207,108.17792943265866
5,2017-01-16,108.16077838994663,107.87269081463207
6,2017-01-23,108.32025212417716,107.87269081463207
7,2017-01-30,108.0661231433574,107.87269081463207
8,2017-02-06,108.02076099252625,107.87269081463207
9,2017-02-13,107.95448210401878,107.87269081463207
10,2017-02-20,108.31667573749498,107.95448210401878
11,2017-02-27,108.29821164365602,107.95448210401878
12,2017-03-06,108.82686477599111,107.95448210401878
13,2017-03-13,108.0235633401308,107.95448210401878
14,2017-03-20,107.36485162032763,107.95448210401878
15,2017-03-27,107.73765913915143,107.36485162032763
16,2017-04-03,108.19485688977053,107.36485162032763
17,2017-04-10,108.38451687530737,107.36485162032763
18,2017-04-17,108.37681652898935,107.36485162032763
19,2017-04-24,109.06530918830921,107.36485162032763
20,2017-05-01,109.24638719589421,109.06530918830921
21,2017-05-08,109.20390735813304,109.06530918830921
22,2017-05-15,108.73917805651583,109.06530918830921
23,2017-05-22,108.8390822942387,109.06530918830921
24,2017-05-29,109.35561662919878,109.06530918830921
25,2017-06-05,109.3813294008626,109.35561662919878
26,2017-06-12,109.71838250151146,109.35561662919878
27,2017-06-19,109.54581976230014,109.35561662919878
28,2017-06-26,109.83086629454732,109.35561662919878
29,2017-07-03,109.97317656969534,109.35561662919878
30,2017-07-10,109.54974588247859,109.97317656969534
31,2017-07-17,108.96714842729264,109.97317656969534
32,2017-07-24,109.25380590975315,109.97317656969534
33,2017-07-31,109.76211470236925,109.97317656969534
34,2017-08-07,109.66998942569779,109.97317656969534
35,2017-08-14,109.63692438613288,109.66998942569779
36,2017-08-21,109.78894679392144,109.66998942569779
37,2017-08-28,109.88257173693275,109.66998942569779
38,2017-09-04,110.04058773893414,109.66998942569779
39,2017-09-11,109.94411674481985,109.66998942569779
40,2017-09-18,110.31754804496543,109.94411674481985
41,2017-09-25,109.94368606324825,109.94411674481985
42,2017-10-02,109.76058172667344,109.94411674481985
43,2017-10-09,109.57828646292116,109.94411674481985
44,2017-10-16,109.2880856618639,109.94411674481985
45,2017-10-23,109.71836541992332,109.2880856618639
46,2017-10-30,109.32971679880708,109.2880856618639
47,2017-11-06,109.210468247795,109.2880856618639
48,2017-11-13,109.3637274868306,109.2880856618639
49,2017-11-20,109.00874640330098,109.2880856618639
50,2017-11-27,109.21135659261986,109.00874640330098
51,2017-12-04,109.43038126495738,109.00874640330098
52,2017-12-11,109.16194803881162,109.00874640330098
53,2017-12-18,109.13896669071414,109.00874640330098
54,2017-12-25,109.36759139564494,109.00874640330098
55,2018-01-01,108.90969964210544,109.36759139564494
56,2018-01-08,109.21030366865232,109.36759139564494
57,2018-01-15,109.0229212650411,109.36759139564494
58,2018-01-22,108.74011955197872,109.36759139564494
59,2018-01-29,108.22418552978942,109.36759139564494
60,2018-02-05,108.29001558143337,108.22418552978942
61,2018-02-12,107.32929129852282,108.22418552978942
62,2018-02-19,106.79209056900623,108.22418552978942
63,2018-02-26,106.72944757279234,108.22418552978942
64,2018-03-05,106.57696186386946,108.22418552978942
65,2018-03-12,106.40844552689465,106.57696186386946
66,2018-03-19,106.30356292288269,106.57696186386946
67,2018-03-26,106.55912296154116,106.57696186386946
68,2018-04-02,106.52993820376992,106.57696186386946
69,2018-04-09,107.05667769220364,106.57696186386946
70,2018-04-16,106.8681058331397,107.05667769220364
71,2018-04-23,106.74301633565429,107.05667769220364
72,2018-04-30,106.05574839884315,107.05667769220364
73,2018-05-07,105.91645009525526,107.05667769220364
74,2018-05-14,105.79184246584381,107.05667769220364
75,2018-05-21,105.76959994135156,105.79184246584381
76,2018-05-28,105.30017586530943,105.79184246584381
77,2018-06-04,105.89794346174035,105.79184246584381
78,2018-06-11,105.97139767414643,105.79184246584381
79,2018-06-18,105.71022131045464,105.79184246584381
80,2018-06-25,105.7716511554485,105.71022131045464
81,2018-07-02,105.83249099042445,105.71022131045464
82,2018-07-09,106.15919365816731,105.71022131045464
83,2018-07-16,106.30062608809338,105.71022131045464
84,2018-07-23,106.4006805424137,105.71022131045464
85,2018-07-30,106.219054688422,106.4006805424137
86,2018-08-06,106.028716189537,106.4006805424137
87,2018-08-13,105.90331134595542,106.4006805424137
88,2018-08-20,106.0970327740861,106.4006805424137
89,2018-08-27,106.32277794310006,106.4006805424137
90,2018-09-03,106.5874933113571,106.32277794310006
91,2018-09-10,106.36877064648398,106.32277794310006
92,2018-09-17,105.83102082121351,106.32277794310006
93,2018-09-24,105.6186687635074,106.32277794310006
94,2018-10-01,105.40621864911449,106.32277794310006
95,2018-10-08,105.4181644323239,105.40621864911449
96,2018-10-15,104.43120749037514,105.40621864911449
97,2018-10-22,104.6041255107567,105.40621864911449
98,2018-10-29,104.3191487377091,105.40621864911449
99,2018-11-05,104.70879989698082,105.40621864911449
100,2018-11-12,104.0552317043896,104.70879989698082
101,2018-11-19,104.02999877929688,104.70879989698082
102,2018-11-26,104.45770720098898,104.70879989698082
103,2018-12-03,104.52573988292797,104.70879989698082
104,2018-12-10,104.72904954756089,104.70879989698082
105,2018-12-17,105.26404814454011,104.72904954756089
106,2018-12-24,105.42603452985038,104.72904954756089
107,2018-12-31,105.64612131909924,104.72904954756089
108,2019-01-07,106.04281073864948,104.72904954756089
109,2019-01-14,106.50427142055405,104.72904954756089
110,2019-01-21,106.47027894069825,106.50427142055405
111,2019-01-28,106.29797324563302,106.50427142055405
112,2019-02-04,106.54150456997588,106.50427142055405
113,2019-02-11,106.82601540726672,106.50427142055405
114,2019-02-18,107.18432997501672,106.50427142055405
115,2019-02-25,107.21504804275831,107.18432997501672
116,2019-03-04,107.30364707278785,107.18432997501672
117,2019-03-11,106.6794567632782,107.18432997501672
118,2019-03-18,107.23297787786541,107.18432997501672
119,2019-03-25,107.55619507585357,107.18432997501672
120,2019-04-01,108.37857171899996,107.55619507585357
121,2019-04-08,108.89939081161816,107.55619507585357
122,2019-04-15,108.42716069504282,107.55619507585357
123,2019-04-22,108.24312456964282,107.55619507585357
124,2019-04-29,108.14378516194404,107.55619507585357
125,2019-05-06,108.55825919790435,108.14378516194404
126,2019-05-13,108.32470744008879,108.14378516194404
127,2019-05-20,108.55730631144131,108.14378516194404
128,2019-05-27,108.89804742215726,108.14378516194404
129,2019-06-03,109.27471894966277,108.14378516194404
130,2019-06-10,110.16481259794813,109.27471894966277
131,2019-06-17,110.43174471884228,109.27471894966277
132,2019-06-24,110.51263984067754,109.27471894966277
133,2019-07-01,110.98422628981398,109.27471894966277
134,2019-07-08,111.25957050476477,109.27471894966277
135,2019-07-15,111.09261332980047,111.25957050476477
136,2019-07-22,110.81346387165173,111.25957050476477
137,2019-07-29,111.07947827965361,111.25957050476477
138,2019-08-05,111.16020958927625,111.25957050476477
