Date,y_true,y_pred
1/16/2017,108.1607784,108.9992499
1/23/2017,108.3202521,109.0717924
1/30/2017,108.0661231,109.134936
2/6/2017,108.020761,109.0673712
2/13/2017,107.9544821,108.9816108
2/20/2017,108.3166757,108.9355542
2/27/2017,108.2982116,108.9823295
3/6/2017,108.8268648,109.0119043
3/13/2017,108.0235633,109.1145783
3/20/2017,107.3648516,108.9936093
3/27/2017,107.7376591,108.6325098
4/3/2017,108.1948569,108.6355504
4/10/2017,108.3845169,108.7935336
4/17/2017,108.3768165,108.942148
4/24/2017,109.0653092,108.9958394
5/1/2017,109.2463872,109.1640423
5/8/2017,109.2039074,109.3218999
5/15/2017,108.7391781,109.4104897
5/22/2017,108.8390823,109.3218543
5/29/2017,109.3556166,109.3231132
6/5/2017,109.3813294,109.4401182
6/12/2017,109.7183825,109.4967287
6/19/2017,109.5458198,109.6416451
6/26/2017,109.8308663,109.6627799
7/3/2017,109.9731766,109.7808249
7/10/2017,109.5497459,109.8224215
7/17/2017,108.9671484,109.7132466
7/24/2017,109.2538059,109.467755
7/31/2017,109.7621147,109.4802886
8/7/2017,109.6699894,109.6371514
8/14/2017,109.6369244,109.7589732
8/21/2017,109.7889468,109.7798328
8/28/2017,109.8825717,109.8307141
9/4/2017,110.0405877,109.8849089
9/11/2017,109.9441167,109.9707712
9/18/2017,110.317548,109.9209514
9/25/2017,109.9436861,110.0455912
10/2/2017,109.7605817,109.981783
10/9/2017,109.5782865,109.9240041
10/16/2017,109.2880857,109.8227241
10/23/2017,109.7183654,109.6914817
10/30/2017,109.3297168,109.740729
11/6/2017,109.2104683,109.6327637
11/13/2017,109.3637275,109.5769556
11/20/2017,109.0087464,109.5759895
11/27/2017,109.2113566,109.389176
12/4/2017,109.4303813,109.4316363
12/11/2017,109.161948,109.4964997
12/18/2017,109.1389667,109.440269
12/25/2017,109.3675914,109.4211709
1/1/2018,108.9096996,109.563256
1/8/2018,109.2103037,109.4074893
1/15/2018,109.0229213,109.4959482
1/22/2018,108.7401196,109.411554
1/29/2018,108.2241855,109.3108118
2/5/2018,108.2900156,109.118705
2/12/2018,107.3292913,109.0482836
2/19/2018,106.7920906,108.7064491
2/26/2018,106.7294476,108.4163925
3/5/2018,106.5769619,108.2258894
3/12/2018,106.4084455,107.6668323
3/19/2018,106.3035629,107.5640884
3/26/2018,106.559123,107.4839738
4/2/2018,106.5299382,107.5528452
4/9/2018,107.0566777,107.5592338
4/16/2018,106.8681058,107.7881976
4/23/2018,106.7430163,107.7764944
4/30/2018,106.0557484,107.7602118
5/7/2018,105.9164501,107.459122
5/14/2018,105.7918425,107.309929
5/21/2018,105.7695999,107.0323481
5/28/2018,105.3001759,106.9782935
6/4/2018,105.8979435,106.767794
6/11/2018,105.9713977,106.9316374
6/18/2018,105.7102213,106.9810062
6/25/2018,105.7716511,106.7566324
7/2/2018,105.832491,106.7772148
7/9/2018,106.1591937,106.7904286
7/16/2018,106.3006261,106.8614346
7/23/2018,106.4006805,106.9288282
7/30/2018,106.2190547,106.8994259
8/6/2018,106.0287162,106.9478713
8/13/2018,105.9033113,106.9643323
8/20/2018,106.0970328,106.9300863
8/27/2018,106.3227779,106.9109978
9/3/2018,106.5874933,106.9074907
9/10/2018,106.3687706,106.958821
