date,y_pred,y_true
8/15/2016,0.082739889,0.166999805
8/16/2016,0.082739889,0.166682007
8/17/2016,0.082739889,0.169714503
8/18/2016,0.082739889,0.165311361
8/19/2016,0.082739889,0.165787168
8/22/2016,0.084857252,0.168473318
8/23/2016,0.084857252,0.167623769
8/24/2016,0.084857252,0.167737967
8/25/2016,0.084857252,0.170002098
8/26/2016,0.084857252,0.165573755
8/29/2016,0.085001049,0.164471826
8/30/2016,0.085001049,0.162603846
8/31/2016,0.085001049,0.166933836
9/1/2016,0.085001049,0.166148593
9/2/2016,0.085001049,0.163647087
9/6/2016,0.085001049,0.163770911
9/7/2016,0.085001049,0.168060575
9/8/2016,0.085001049,0.171018785
9/9/2016,0.085001049,0.17252893
9/12/2016,0.085001049,0.170551477
9/13/2016,0.086264465,0.149301035
9/14/2016,0.086264465,0.158002668
9/15/2016,0.086264465,0.142117514
9/16/2016,0.086264465,0.140122315
9/19/2016,0.086264465,0.148259424
9/20/2016,0.086264465,0.146020989
9/21/2016,0.086264465,0.146928828
9/22/2016,0.086264465,0.146672303
9/23/2016,0.086264465,0.156085635
9/26/2016,0.086264465,0.163385293
9/27/2016,0.086264465,0.159538258
9/28/2016,0.086264465,0.152439139
9/29/2016,0.086264465,0.156237375
9/30/2016,0.086264465,0.161605704
10/3/2016,0.086264465,0.154133101
10/4/2016,0.086264465,0.159682028
10/5/2016,0.086264465,0.157856026
10/6/2016,0.086264465,0.153869348
10/7/2016,0.086264465,0.156573687
10/10/2016,0.086264465,0.157226026
10/11/2016,0.086264465,0.154162138
10/12/2016,0.086264465,0.158261285
10/13/2016,0.086264465,0.147699348
10/14/2016,0.086264465,0.147297536
10/17/2016,0.086264465,0.144321183
10/18/2016,0.086264465,0.143708384
10/19/2016,0.086264465,0.141304284
10/20/2016,0.086264465,0.145789319
10/21/2016,0.086264465,0.148997962
10/24/2016,0.086264465,0.147841611
10/25/2016,0.086264465,0.147391066
10/26/2016,0.086264465,0.151455896
10/27/2016,0.086264465,0.148461838
