Date,price,processed_price
2015-01-06,0.16288239502610172,0.15624092730843783
2015-01-07,0.13827326760721645,0.1545254428432196
2015-01-08,0.10700203482066456,0.1683644927870682
2015-01-09,0.11434396538184374,0.14953433487878173
2015-01-12,0.1422161759315508,0.11899193646267117
2015-01-13,0.155268508454838,0.11981194568591266
2015-01-14,0.16777700675599463,0.14413492415818727
2015-01-15,0.18014954001844877,0.15987349256731528
2015-01-16,0.16057104123351798,0.17358109887089998
2015-01-20,0.14615905832320567,0.1868018733092072
2015-01-21,0.13201903142297786,0.17222255856321808
2015-01-22,0.09870834898856781,0.15707459711925506
2015-01-23,0.10224336219679464,0.14205921776066308
2015-01-26,0.08674371084222121,0.11044089316063799
2015-01-27,0.10985722283537883,0.10776366687886801
2015-01-28,0.15363697985576683,0.09383426649503426
2015-01-29,0.13079537200733474,0.11135084093153116
2015-01-30,0.16084294537824348,0.1525034886246631
2015-02-02,0.13990482213896707,0.14016761435319888
2015-02-03,0.11135281232842698,0.16398766585854693
2015-02-04,0.1249490050065242,0.15015439551401646
2015-02-05,0.10482664606678338,0.12287806677391758
2015-02-06,0.11080897810629642,0.1297157553135567
2015-02-09,0.127940158059941,0.11350530793185978
2015-02-10,0.10999318787408133,0.11574939278162152
2015-02-11,0.106322209627152,0.13101516850600756
2015-02-12,0.08429639201093497,0.11822236281696588
2015-02-13,0.07545885899036792,0.11271475724876628
2015-02-17,0.09055064116151332,0.09261099005519699
2015-02-18,0.08579196853764337,0.0812943713251334
2015-02-19,0.08361657978376216,0.09232815611919684
2015-02-20,0.07015635214436744,0.09020507430276195
2015-02-23,0.07369136535259427,0.0879326836392808
2015-02-24,0.061862666312270664,0.0758456442598131
2015-02-25,0.06390210299378912,0.07671611115089189
2015-02-26,0.06485383233202721,0.06661499715681468
2015-02-27,0.0571040066547405,0.0665490522997953
2015-03-02,0.05302514625804336,0.06736252462075212
2015-03-03,0.06417402010485437,0.06078873259561207
2015-03-04,0.0692046098397896,0.05605699543219683
2015-03-05,0.06662133893614061,0.0648671185880291
2015-03-06,0.08239292036811907,0.0708305170810293
2015-03-09,0.0804894616916429,0.06967320438248517
2015-03-10,0.10265125731290217,0.08314194258142935
2015-03-11,0.10509857614418841,0.08393752394243409
2015-03-12,0.08538408638787559,0.1033033276747638
2015-03-13,0.0932698771038648,0.10894356276413011
2015-03-16,0.08796735729152458,0.09286935977711205
2015-03-17,0.08864716951869739,0.0967890935673609
2015-03-18,0.06566960959790252,0.09290211671701787
2015-03-19,0.06702922108590839,0.0927856925922656
2015-03-20,0.05275322914697811,0.0728357261281728
2015-03-23,0.058055735992978585,0.07039119664454793
2015-03-24,0.060910936974032576,0.057565363787145246
2015-03-25,0.08565600349894084,0.05983461163769349
2015-03-26,0.09055064116151332,0.06272316455334187
2015-03-27,0.08062541376400564,0.0847096526309461
2015-03-30,0.07301155312542146,0.09294851315331751
2015-03-31,0.08361657978376216,0.08583671823609179
2015-04-01,0.08116926095247595,0.07794129301767405
2015-04-02,0.07518694187930264,0.08570507123963067
2015-04-06,0.07613867121754073,0.08499269581718266
2015-04-07,0.07668251840601104,0.07967473423056903
2015-04-08,0.06580556167026527,0.07953422202440127
2015-04-09,0.05370495848521617,0.07998038685871328
2015-04-10,0.04677089710746504,0.07062766386967706
2015-04-13,0.06526171448179499,0.05843376671134243
2015-04-14,0.061590749201205414,0.050204821678414224
2015-04-15,0.05030591031569187,0.0647474959831402
2015-04-16,0.04704282718487007,0.06420516096946938
2015-04-17,0.06458191522096193,0.054319122366317696
2015-04-20,0.05656015946627019,0.04969328071730275
2015-04-21,0.05588034723909738,0.06406497770411126
2015-04-22,0.04853840371157844,0.05971807332890086
2015-04-23,0.04541127265311942,0.05833888239913548
2015-04-24,0.042828001749470435,0.05172057455103185
2015-04-27,0.05411284063498398,0.04780620211181075
2015-04-28,0.044459543314881333,0.04485467566319962
2015-04-29,0.05778381888191331,0.05410608380979687
2015-04-30,0.07355540031389174,0.04741405909402718
2015-05-01,0.04840243867287594,0.05775487456522968
2015-05-04,0.05044187535439437,0.07331215073531638
2015-05-05,0.07029231718306994,0.054322417679049634
2015-05-06,0.08171310814094623,0.05264193016357821
2015-05-07,0.08144119102988098,0.06955330137691643
2015-05-08,0.05057782742675715,0.08253055078681332
2015-05-11,0.06403806803249162,0.0846519204291685
2015-05-12,0.06417402010485437,0.05826894193331847
2015-05-13,0.0628144086168485,0.06515098651921694
2015-05-14,0.04894628586134625,0.06651896534204665
2015-05-15,0.044051661165113554,0.06558823354878013
2015-05-18,0.04881032082264372,0.053391120980646745
2015-05-19,0.05044187535439437,0.04693042917152268
2015-05-20,0.05084975750416218,0.04988416349909358
2015-05-21,0.040380682918184196,0.051835758737796944
2015-05-22,0.04065261299558923,0.052544012503901755
2015-05-26,0.06689326901354564,0.04359265871485882
2015-05-27,0.05615227731650241,0.042202570291057284
2015-05-28,0.05669612450497272,0.0647090288535071
2015-05-29,0.06390210299378912,0.059481296829458324
2015-06-01,0.06566960959790252,0.059003411105249925
2015-06-02,0.0693405748784921,0.06516647191326419
2015-06-03,0.061454784162502885,0.0678189277180424
2015-06-04,0.07573078906777295,0.07148461303902048
2015-06-05,0.06893269272872432,0.06531097670667735
2015-06-08,0.08361657978376216,0.0765714037018839
2015-06-09,0.07246770593695115,0.07272066349913933
2015-06-10,0.0554724650893296,0.08475678793457794
2015-06-11,0.05044187535439437,0.07727344509884082
2015-06-12,0.06308632572791378,0.061173904607860485
2015-06-15,0.08497620423810781,0.053886444957495644
2015-06-16,0.07709041352211857,0.06352948102536474
2015-06-17,0.07287558808671893,0.08426651203574709
2015-06-18,0.05506456997322204,0.08119374161518197
2015-06-19,0.06553364455920002,0.07698001075351582
2015-06-22,0.04894628586134625,0.06076683053204193
2015-06-23,0.040380682918184196,0.06690184524712892
2015-06-24,0.05601631227779988,0.05362972746257458
2015-06-25,0.06621345678637283,0.04378986967681278
2015-06-26,0.06634942182507533,0.055563583327870814
2015-06-29,0.13201903142297786,0.06654633171811242
2015-06-30,0.12358938055217858,0.06865918003486218
2015-07-01,0.09449353651950793,0.12599930321726557
2015-07-02,0.10401088176724779,0.12910347672872055
2015-07-06,0.10700203482066456,0.10443201531697793
2015-07-07,0.09449353651950793,0.10820520396939151
